emp_avg_home_corners,emp_avg_away_corners,pred_avg_home_corners,pred_avg_away_corners,abs_diff_home,abs_diff_away,sum_attack_should_be_0,sum_defense_should_be_0,alpha,beta0,home_adv
5.3933333333333335,4.533333333333333,5.393923251104517,4.532143697334153,0.0005899177711832237,0.0011896359991805383,1.3877787807814457e-17,8.326672684688674e-17,0.016374463269144147,1.4764373346859627,0.16844112238157433
