team,matches_w,tempo,attack,defense,mu_home_vs_avg,mu_away_vs_avg,mu_total_vs_avg
Luton town,0.0,1.0,-0.007246132034068611,0.010026622700264028,5.145079778011222,4.514668413798384,9.659748191809605
Sheffield united,0.0,1.0,0.004676186304448375,0.005494650753205282,5.206788179663168,4.568815868031196,9.775604047694365
Brighton & hove albion,33.31007444484105,1.0,0.024082318033583502,-0.050893324407713825,5.308818602862667,4.658344806111786,9.967163408974454
West ham united,33.34510210719404,1.0,-0.09167741045269942,0.1724291030399478,4.7285074199869515,4.149137431194137,8.877644851181088
Tottenham,33.401452381931634,1.0,0.20768764085958025,0.11157494809914265,6.378765912409211,5.597194645424774,11.975960557833986
Arsenal,33.406140105762155,1.0,0.22999945180886663,-0.43570907335256126,6.522687334827323,5.7234818028439625,12.246169137671284
Sunderland,33.42856842959743,1.0,-0.24364122056429383,0.12867286042884862,4.061879455470541,3.5641894138632417,7.626068869333782
Crystal palace,33.44583875106448,1.0,-0.15794912951914494,0.08782034084656365,4.4252991363541625,3.8830803591990155,8.308379495553178
Manchester united,33.45487643124184,1.0,0.011060155815716004,-0.04629639005114397,5.24013448429732,4.598076348868073,9.838210833165393
Nottingham Forest,33.46327817826197,1.0,-0.04542411569997472,0.16299077337265397,4.95235336775633,4.34555619894001,9.29790956669634
Chelsea,33.47215249911336,1.0,0.17250379567203508,-0.26650224036575404,6.158238647444689,5.40368793212333,11.56192657956802
Everton,33.47215249911336,1.0,-0.15856844094751774,0.13126694710195866,4.422559346504202,3.880676267672792,8.303235614176995
Burnley,33.497672702995544,1.0,-0.31666061527373274,0.25752535773434554,3.775853280982704,3.3132091781439486,7.0890624591266524
Newcastle,33.50607445001569,1.0,0.1808292198792199,0.12791919700098794,6.2097226121025795,5.448863719299935,11.658586331402514
Liverpool,33.528012641518,1.0,0.2116817825089262,-0.16722129700390895,6.4042945555813136,5.6195953396703295,12.023889895251642
Wolverhampton wanderers,33.55512868918382,1.0,-0.31224216172120334,0.15638091000808318,3.7925736251557236,3.327880828140199,7.120454453295922
Aston villa,33.572399010650855,1.0,0.11597489384751578,-0.060169949406873965,5.819776744625787,5.106696762334075,10.926473506959862
Bournemouth,33.572399010650855,1.0,0.1409593702449207,-0.06512289547756189,5.967012464092109,5.235892125814799,11.202904589906908
Leeds United,33.58905064008613,1.0,-0.26105907521417304,-0.012014590971293444,3.991742817564009,3.5026464101648553,7.494389227728864
Fulham,33.66377694774143,1.0,0.06126946279558451,-0.0848588354301447,5.509955075835664,4.834836623648773,10.344791699484436
Brentford,33.66377694774144,1.0,0.022423666798595206,0.11726432471991732,5.300020422903802,4.650624641046715,9.950645063950518
Manchester city,33.66377694774144,1.0,0.21132035685781622,-0.2805774393389626,6.4019802974929725,5.617564640761159,12.019544938254132
