team,matches_w,tempo,attack,defense,mu_home_vs_avg,mu_away_vs_avg,mu_total_vs_avg
Luton town,0.0,1.0,-0.0035644201280030296,0.002139576960273162,5.099557371550959,4.518783429261035,9.618340800811993
Sheffield united,0.0,1.0,-0.0005022763803890221,0.0009755103003740336,5.115196882266215,4.532641801020143,9.647838683286357
Brighton & hove albion,32.12810610376625,1.0,0.02780019569302603,-0.10025786245444734,5.262037777479493,4.662759408428451,9.924797185907945
West ham united,32.16510397023967,1.0,-0.13918025751089239,0.1833721046035175,4.452821359685198,3.945702324255927,8.398523683941125
Tottenham,32.224623784022064,1.0,0.19414503118748971,0.10505770605070347,6.214362823783941,5.5066268904413045,11.720989714225245
Arsenal,32.22957517868261,1.0,0.2695783416422006,-0.4584968666211935,6.701266295331789,5.9380783240803225,12.63934461941211
Sunderland,32.2532650304951,1.0,-0.2777776024927276,0.15738479552341775,3.876530543181086,3.4350436136427582,7.311574156823845
Crystal palace,32.27150675730952,1.0,-0.13801974417740145,0.10383851164695708,4.457991917915345,3.950284022459925,8.40827594037527
Manchester united,32.28105278070845,1.0,0.0008413377254352566,-0.035438393319656494,5.12207435224948,4.538736015700223,9.660810367949702
Nottingham Forest,32.28992710155984,1.0,-0.08266240679759497,0.18920748163532974,4.711732898676259,4.175127171707237,8.886860070383495
Chelsea,32.299300577145885,1.0,0.2282339806465127,-0.25455571016037737,6.429856024889578,5.697578189804451,12.12743421469403
Everton,32.299300577145885,1.0,-0.1975140487383237,0.1730500074765691,4.2005023171592715,3.7221191727820573,7.922621489941329
Burnley,32.3262562182644,1.0,-0.37033401821520145,0.27295733806654193,3.533836641399708,3.131378136062784,6.6652147774624915
Newcastle,32.33513053911578,1.0,0.15459021775177834,0.07068917471031479,5.973352836734304,5.293064838596972,11.266417675331276
Liverpool,32.35830269007727,1.0,0.24720547781460933,-0.19715067607783507,6.553004481972429,5.806701622812482,12.35970610478491
Wolverhampton wanderers,32.38694393655031,1.0,-0.2716085386704584,0.11910098923459961,3.9005190246694785,3.4563001158732476,7.356819140542726
Aston villa,32.40518566336472,1.0,0.11941594375360501,-0.03697057736273686,5.766896744635876,5.1101214378522455,10.877018182488122
Bournemouth,32.405185663364726,1.0,0.19341408896892895,-0.0540794223908553,6.2098221433242715,5.502603335037616,11.712425478361887
Leeds United,32.422773898520205,1.0,-0.2602212678546971,0.014924252546356138,3.945189143800796,3.4958828834365283,7.4410720272373245
Brentford,32.501703343620534,1.0,0.002647357648912504,0.1275854552518094,5.131333278965575,4.546940469845761,9.678273748811336
Fulham,32.501703343620534,1.0,0.07040193742658674,-0.07765825656493762,5.49105334713455,4.865693052625361,10.356746399759912
Manchester city,32.501703343620534,1.0,0.23311067070660393,-0.3056751390547242,6.461289022051169,5.725431373199975,12.186720395251143
