home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,is_main_line,main_line,gameweek,home_team,away_team
Tottenham,Newcastle,corners_total,7.5,0.84421,0.15578999999999998,1.116899931976952,5.415221815088517,11.020800000000001,5.489526590232631,5.531273409767371,9.84,0.029999999999999995,0.68,0.020399999999999998,0.34421,False,10.5,26,Tottenham,Newcastle
Tottenham,Newcastle,corners_total,8.5,0.7552233333333334,0.24477666666666664,1.248502330314118,3.5837112091608763,11.020800000000001,5.489526590232631,5.531273409767371,9.84,0.029999999999999995,0.68,0.020399999999999998,0.25522333333333336,False,10.5,26,Tottenham,Newcastle
Tottenham,Newcastle,corners_total,9.5,0.6492716666666667,0.3507283333333333,1.4522397017800908,2.554875916661759,11.020800000000001,5.489526590232631,5.531273409767371,9.84,0.029999999999999995,0.68,0.020399999999999998,0.1492716666666667,False,10.5,26,Tottenham,Newcastle
Tottenham,Newcastle,corners_total,10.5,0.5345,0.4655,1.764075007622568,1.948821302207071,11.020800000000001,5.489526590232631,5.531273409767371,9.84,0.029999999999999995,0.68,0.020399999999999998,0.034499999999999975,True,10.5,26,Tottenham,Newcastle
Tottenham,Newcastle,corners_total,11.5,0.42186,0.57814,2.235097168667953,1.580797337939306,11.020800000000001,5.489526590232631,5.531273409767371,9.84,0.029999999999999995,0.68,0.020399999999999998,0.07813999999999999,False,10.5,26,Tottenham,Newcastle
Tottenham,Newcastle,corners_total,12.5,0.3178533333333333,0.6821466666666667,2.9664565152929945,1.3460807742625598,11.020800000000001,5.489526590232631,5.531273409767371,9.84,0.029999999999999995,0.68,0.020399999999999998,0.18214666666666668,False,10.5,26,Tottenham,Newcastle
Chelsea,Leeds United,corners_total,7.5,0.7210483333333333,0.2789516666666667,1.3076766812778562,3.171733716172249,9.532243605791317,6.018429849860131,3.5138137559311855,9.84,0.029999999999999995,0.68,0.020399999999999998,0.2210483333333333,False,9.5,26,Chelsea,Leeds United
Chelsea,Leeds United,corners_total,8.5,0.6019383333333334,0.39806166666666665,1.5664363596064868,2.2644502890268714,9.532243605791317,6.018429849860131,3.5138137559311855,9.84,0.029999999999999995,0.68,0.020399999999999998,0.10193833333333335,False,9.5,26,Chelsea,Leeds United
Chelsea,Leeds United,corners_total,9.5,0.478195,0.5218050000000001,1.9717857601486062,1.7456713566690305,9.532243605791317,6.018429849860131,3.5138137559311855,9.84,0.029999999999999995,0.68,0.020399999999999998,0.02180500000000002,True,9.5,26,Chelsea,Leeds United
Chelsea,Leeds United,corners_total,10.5,0.3604733333333333,0.6395266666666667,2.6157221752166486,1.4332881719136559,9.532243605791317,6.018429849860131,3.5138137559311855,9.84,0.029999999999999995,0.68,0.020399999999999998,0.1395266666666667,False,9.5,26,Chelsea,Leeds United
Chelsea,Leeds United,corners_total,11.5,0.25862,0.7413799999999999,3.64588234310673,1.2411290721551593,9.532243605791317,6.018429849860131,3.5138137559311855,9.84,0.029999999999999995,0.68,0.020399999999999998,0.24137999999999998,False,9.5,26,Chelsea,Leeds United
Chelsea,Leeds United,corners_total,12.5,0.17576,0.82424,5.364691008046555,1.119073975989478,9.532243605791317,6.018429849860131,3.5138137559311855,9.84,0.029999999999999995,0.68,0.020399999999999998,0.32424,False,9.5,26,Chelsea,Leeds United
Everton,Bournemouth,corners_total,7.5,0.7976233333333334,0.20237666666666665,1.182134539161253,4.27217884644862,10.371728905697914,4.453949179775708,5.917779725922206,9.84,0.029999999999999995,0.68,0.020399999999999998,0.29762333333333335,False,10.5,26,Everton,Bournemouth
Everton,Bournemouth,corners_total,8.5,0.6945083333333333,0.3054916666666667,1.3576483482189021,2.911782522737046,10.371728905697914,4.453949179775708,5.917779725922206,9.84,0.029999999999999995,0.68,0.020399999999999998,0.19450833333333328,False,10.5,26,Everton,Bournemouth
Everton,Bournemouth,corners_total,9.5,0.578765,0.421235,1.62915534210649,2.145071201386999,10.371728905697914,4.453949179775708,5.917779725922206,9.84,0.029999999999999995,0.68,0.020399999999999998,0.07876499999999997,False,10.5,26,Everton,Bournemouth
Everton,Bournemouth,corners_total,10.5,0.4604183333333333,0.5395816666666666,2.047916043542132,1.6900492518276686,10.371728905697914,4.453949179775708,5.917779725922206,9.84,0.029999999999999995,0.68,0.020399999999999998,0.03958166666666668,True,10.5,26,Everton,Bournemouth
Everton,Bournemouth,corners_total,11.5,0.3498866666666667,0.6501133333333333,2.6948671710104106,1.4105880494894683,10.371728905697914,4.453949179775708,5.917779725922206,9.84,0.029999999999999995,0.68,0.020399999999999998,0.15011333333333332,False,10.5,26,Everton,Bournemouth
Everton,Bournemouth,corners_total,12.5,0.253215,0.746785,3.723705513394793,1.2323613664237285,10.371728905697914,4.453949179775708,5.917779725922206,9.84,0.029999999999999995,0.68,0.020399999999999998,0.24678499999999998,False,10.5,26,Everton,Bournemouth
West ham united,Manchester united,corners_total,7.5,0.748275,0.251725,1.2600956754859678,3.49150471164944,9.795848785513387,4.559352199861126,5.236496585652261,9.84,0.029999999999999995,0.68,0.020399999999999998,0.24827500000000002,False,9.5,26,West ham united,Manchester united
West ham united,Manchester united,corners_total,8.5,0.6340083333333333,0.3659916666666667,1.4872014167651781,2.4534090145244307,9.795848785513387,4.559352199861126,5.236496585652261,9.84,0.029999999999999995,0.68,0.020399999999999998,0.13400833333333328,False,9.5,26,West ham united,Manchester united
West ham united,Manchester united,corners_total,9.5,0.5115566666666667,0.48844333333333334,1.8431938297632635,1.860591596353459,9.795848785513387,4.559352199861126,5.236496585652261,9.84,0.029999999999999995,0.68,0.020399999999999998,0.01155666666666666,True,9.5,26,West ham united,Manchester united
West ham united,Manchester united,corners_total,10.5,0.39293666666666666,0.6070633333333333,2.3996184921427437,1.5076882554345128,9.795848785513387,4.559352199861126,5.236496585652261,9.84,0.029999999999999995,0.68,0.020399999999999998,0.10706333333333334,False,9.5,26,West ham united,Manchester united
West ham united,Manchester united,corners_total,11.5,0.2866166666666667,0.7133833333333333,3.2897531833724343,1.288616904127062,9.795848785513387,4.559352199861126,5.236496585652261,9.84,0.029999999999999995,0.68,0.020399999999999998,0.2133833333333333,False,9.5,26,West ham united,Manchester united
West ham united,Manchester united,corners_total,12.5,0.19934833333333332,0.8006516666666667,4.729902055401831,1.1513055789838182,9.795848785513387,4.559352199861126,5.236496585652261,9.84,0.029999999999999995,0.68,0.020399999999999998,0.30065166666666665,False,9.5,26,West ham united,Manchester united
