home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,is_main_line,main_line,gameweek,home_team,away_team
Bournemouth,Fulham,corners_total,7.5,0.752835,0.24716499999999997,1.2524631447452133,3.5514729413681474,9.840891491258969,5.3530364251174785,4.48785506614149,9.966666666666667,0.029999999999999995,0.68,0.020399999999999998,0.25283500000000003,False,9.5,7,Bournemouth,Fulham
Bournemouth,Fulham,corners_total,8.5,0.638625,0.361375,1.4764503293392248,2.4832389441794454,9.840891491258969,5.3530364251174785,4.48785506614149,9.966666666666667,0.029999999999999995,0.68,0.020399999999999998,0.138625,False,9.5,7,Bournemouth,Fulham
Bournemouth,Fulham,corners_total,9.5,0.51718,0.48282,1.8231526578256363,1.8814690342844207,9.840891491258969,5.3530364251174785,4.48785506614149,9.966666666666667,0.029999999999999995,0.68,0.020399999999999998,0.017179999999999973,True,9.5,7,Bournemouth,Fulham
Bournemouth,Fulham,corners_total,10.5,0.39836,0.60164,2.366949722799133,1.5208771142144695,9.840891491258969,5.3530364251174785,4.48785506614149,9.966666666666667,0.029999999999999995,0.68,0.020399999999999998,0.10164000000000001,False,9.5,7,Bournemouth,Fulham
Bournemouth,Fulham,corners_total,11.5,0.2917766666666667,0.7082233333333333,3.2315746915138153,1.29776869447666,9.840891491258969,5.3530364251174785,4.48785506614149,9.966666666666667,0.029999999999999995,0.68,0.020399999999999998,0.20822333333333332,False,9.5,7,Bournemouth,Fulham
Bournemouth,Fulham,corners_total,12.5,0.20347833333333334,0.7965216666666667,4.633899227145868,1.1571408648306138,9.840891491258969,5.3530364251174785,4.48785506614149,9.966666666666667,0.029999999999999995,0.68,0.020399999999999998,0.2965216666666667,False,9.5,7,Bournemouth,Fulham
Leeds United,Tottenham,corners_total,7.5,0.826325,0.17367500000000002,1.1410741434354068,4.910801237588697,10.756120516456777,4.629996580267608,6.126123936189169,9.966666666666667,0.029999999999999995,0.68,0.020399999999999998,0.326325,False,10.5,7,Leeds United,Tottenham
Leeds United,Tottenham,corners_total,8.5,0.73241,0.26759,1.2873910672632305,3.297769631600852,10.756120516456777,4.629996580267608,6.126123936189169,9.966666666666667,0.029999999999999995,0.68,0.020399999999999998,0.23241,False,10.5,7,Leeds United,Tottenham
Leeds United,Tottenham,corners_total,9.5,0.6229166666666667,0.3770833333333333,1.5136825550356054,2.384588878992845,10.756120516456777,4.629996580267608,6.126123936189169,9.966666666666667,0.029999999999999995,0.68,0.020399999999999998,0.12291666666666667,False,10.5,7,Leeds United,Tottenham
Leeds United,Tottenham,corners_total,10.5,0.5065683333333333,0.4934316666666667,1.8613443232224596,1.8424557085126172,10.756120516456777,4.629996580267608,6.126123936189169,9.966666666666667,0.029999999999999995,0.68,0.020399999999999998,0.006568333333333287,True,10.5,7,Leeds United,Tottenham
