metric,value
train_rows,970.0
emp_total_corners_mean,10.336082474226805
emp_total_corners_std,3.458209582858043
beta0,1.5115725366624293
home_adv,0.11985949158438117
alpha,0.029999999999999995
tempo_min,
tempo_max,
