team,matches_w,tempo,attack,defense,mu_home_vs_avg,mu_away_vs_avg,mu_total_vs_avg
Luton town,0.0,1.0,-0.00930362799570466,0.012765156189133047,5.04969707426341,4.541936434615396,9.591633508878806
Sheffield united,0.0,1.0,0.008107078635647223,0.006153059436975428,5.138385694013491,4.621707174811213,9.760092868824703
Brighton & hove albion,30.44809105994019,1.0,0.0001868980251664317,-0.10576561117673901,5.0978494901986195,4.585246995453897,9.683096485652516
West ham united,30.487889316615878,1.0,-0.1580480293107297,0.18200615640552814,4.35177520466048,3.914192488504167,8.265967693164647
Tottenham,30.55191421999517,1.0,0.20095170755990835,0.11958882561465804,6.231291357076256,5.604718230258801,11.836009587335056
Arsenal,30.557240388620187,1.0,0.33826928461356204,-0.41628896139100907,7.148490165928898,6.4296902288655335,13.578180394794432
Sunderland,30.582723339203834,1.0,-0.26293541029523065,0.19190063892168688,3.9184512008072017,3.5244403801795867,7.442891580986789
Crystal palace,30.6023457930145,1.0,-0.14694981556339945,0.12593063768151155,4.400341135111433,3.957874983860259,8.358216118971692
Manchester united,30.612614360520574,1.0,0.01870159595987883,-0.04703162110777838,5.193113807332996,4.67093222895367,9.864046036286666
Nottingham Forest,30.622160383919507,1.0,-0.1465236746436388,0.19278449912047765,4.402216700129129,3.9595619557645296,8.361778655893659
Chelsea,30.632243343367584,1.0,0.20371780894289146,-0.21950370597802027,6.248551601504529,5.620242910627985,11.868794512132514
Everton,30.632243343367584,1.0,-0.21035486728189776,0.15381015815281351,4.129998389030088,3.7147159289302256,7.844714317960314
Burnley,30.661239272764295,1.0,-0.340170392284528,0.2733141226686679,3.627201781440788,3.2624768742649564,6.889678655705744
Newcastle,30.67078529616323,1.0,0.18293957125017687,0.04499850970206073,6.120057276829973,5.504669036334585,11.624726313164558
Liverpool,30.69571136081497,1.0,0.26750337405671776,-0.2433631984777648,6.660105053629441,5.990413554828566,12.650518608458007
Wolverhampton wanderers,30.72652048002363,1.0,-0.20238926834905313,0.08772046062967043,4.163027674165339,3.7444240304972847,7.907451704662623
Aston villa,30.7461429338343,1.0,0.122248079525497,-0.027148758353787893,5.75966874620639,5.1805185429912735,10.940187289197663
Bournemouth,30.7461429338343,1.0,0.16986718029314254,-0.0708095698509719,6.040574144602919,5.433178147100983,11.473752291703903
Leeds United,30.76506243281928,1.0,-0.27041751094941857,0.022548241479639245,3.889242362511855,3.498168569234219,7.387410931746074
Brentford,30.849966093889282,1.0,-0.007572132956167736,0.15399260502743425,5.058448173754969,4.549807587486375,9.608255761241344
Fulham,30.849966093889282,1.0,0.05600917116133763,-0.08404266802992848,5.390515688284508,4.848484819172374,10.239000507456883
Manchester city,30.849966093889282,1.0,0.18616297960584224,-0.353558976664257,6.139816549586881,5.522441461004077,11.662258010590957
