team,matches_w,tempo,attack,defense,mu_home_vs_avg,mu_away_vs_avg,mu_total_vs_avg
Luton town,0.0,1.0,-0.007786727642538826,0.011128482910413516,5.070614386967,4.5254829601757764,9.596097347142777
Sheffield united,0.0,1.0,0.006406965978651546,0.0057429397661107814,5.143098324562061,4.590174297248463,9.733272621810524
Brighton & hove albion,36.16329618489248,1.0,0.015380335171535978,-0.037602023226978795,5.189456929993505,4.631548983416031,9.821005913409536
West ham united,36.1935678575684,1.0,-0.0867303728223287,0.16893462191227526,4.685714190163439,4.181962599708233,8.867676789871672
Tottenham,36.24226699868906,1.0,0.1268803391527784,0.050925079022139656,5.801572827339155,5.177857547169268,10.979430374508421
Arsenal,36.24631823225306,1.0,0.2249972958372692,-0.46917331197513173,6.3996673637601535,5.711652157957341,12.111319521717494
Sunderland,36.265701280741126,1.0,-0.2612238949540038,0.11294510716309394,3.935448387085522,3.5123563452553825,7.447804732340904
Crystal palace,36.28062667065696,1.0,-0.15324498582248644,0.06198924475056741,4.384184935474455,3.9128501411476204,8.297035076622075
Manchester united,36.28843723173071,1.0,-0.008796266023745888,0.006647153348487861,5.065497990161068,4.520916616771267,9.586414606932335
Nottingham Forest,36.29569820544732,1.0,-0.020286506428239624,0.1153716411075874,5.007627311192144,4.469267496648701,9.476894807840846
Chelsea,36.303367587815096,1.0,0.18167220861034217,-0.16501686329340323,6.12832169741893,5.46947831162799,11.59780000904692
Everton,36.3033675878151,1.0,-0.17130344449625806,0.14179818550346926,4.305723888009811,3.842824281115465,8.148548169125275
Burnley,36.32542270673109,1.0,-0.3087386173790151,0.20880993629838804,3.7528295472393514,3.349370484990577,7.102200032229929
Newcastle,36.332683680447715,1.0,0.2219453137000267,0.09568420874259084,6.38016546813789,5.694246871419181,12.074412339557071
Liverpool,36.35164314584302,1.0,0.2240713108467098,-0.2371511817012788,6.393744110681702,5.706365701755064,12.100109812436767
Wolverhampton wanderers,36.37507742789508,1.0,-0.25636083386125225,0.14775125729392086,3.954633323970074,3.529478748644259,7.484112072614334
Aston villa,36.3900028178109,1.0,0.09904882996002382,-0.06704089241500231,5.642332527531104,5.035736847711846,10.678069375242949
Bournemouth,36.39000281781091,1.0,0.16594700945223606,0.03389190337474603,6.0327063735473345,5.384142396511908,11.416848770059243
Leeds United,36.404393520527684,1.0,-0.1662814904466774,-0.022396302403866464,4.327401421755797,3.862171307353201,8.189572729108997
Brentford,36.46897363160749,1.0,0.0005766973806043416,0.10883993026188118,5.113199922453409,4.563490211464506,9.676690133917916
Fulham,36.4689736316075,1.0,-0.008165354216985039,0.04550522334342099,5.068694881022236,4.523769816406195,9.592464697428431
Manchester city,36.4689736316075,1.0,0.18199218800335312,-0.31758433978343176,6.130282947838972,5.471228712009322,11.601511659848294
