metric,value
train_rows,870.0
emp_total_corners_mean,10.419540229885058
emp_total_corners_std,3.4803005247585204
beta0,1.5151789232096589
home_adv,0.12100794672982532
alpha,0.029999999999999995
tempo_min,
tempo_max,
