team,matches_w,tempo,attack,defense,mu_home_vs_avg,mu_away_vs_avg,mu_total_vs_avg
Luton town,0.0,1.0,-0.007026812458480113,0.011274330662529707,5.108166908171319,4.493518761537253,9.601685669708573
Sheffield united,0.0,1.0,0.0049615106411255,0.006731104668775971,5.169773807376641,4.5477127145532386,9.71748652192988
Brighton & hove albion,35.141813267369905,1.0,-0.017107054920224258,-0.050590218184449594,5.056934001084029,4.448450533865097,9.505384534949126
West ham united,35.17378763358094,1.0,-0.08047811635513641,0.15825201282524848,4.7464136393396545,4.175294018735252,8.921707658074906
Tottenham,35.22522595973574,1.0,0.11719528476391418,0.08415782167521577,5.7838104373567525,5.087864429774796,10.87167486713155
Arsenal,35.22950506340365,1.0,0.2123059067422917,-0.43755289129413855,6.3609219826655865,5.595534128702736,11.956456111368322
Sunderland,35.2499783519886,1.0,-0.24233664877158217,0.12129399973228573,4.037116813450672,3.551344439184028,7.5884612526347
Crystal palace,35.26574325167289,1.0,-0.1424637737193547,0.07610046817984095,4.461136937250567,3.9243436805589083,8.385480617809474
Manchester united,35.27399313408802,1.0,0.01060397351077596,0.0026249801320244064,5.199026515177281,4.573445544684077,9.772472059861357
Nottingham Forest,35.281662516455796,1.0,-0.024044329976832507,0.09644566892635402,5.021974062536324,4.417697204424157,9.439671266960481
Chelsea,35.2897632792734,1.0,0.18004337596463715,-0.188066209063952,6.158977674840982,5.417889084539453,11.576866759380437
Everton,35.2897632792734,1.0,-0.1516948014265949,0.1324424213158304,4.420145545990275,3.888284642355795,8.308430188346069
Burnley,35.313058934475464,1.0,-0.2560545430661531,0.22100202201301114,3.982114194339261,3.5029600959638705,7.485074290303132
Newcastle,35.32072831684323,1.0,0.21146714995163138,0.10073645557560316,6.355588953027832,5.590842804170104,11.946431757197935
Liverpool,35.34075419701857,1.0,0.21419075852496755,-0.19637514487879942,6.372922684022876,5.606090826960642,11.979013510983517
Wolverhampton wanderers,35.36550658927145,1.0,-0.3027307375335775,0.17395915266960582,3.8005153972765404,3.343212457262288,7.143727854538828
Aston villa,35.38127148895573,1.0,0.10684049692794638,-0.061743729540902896,5.72422931470101,5.035452498586965,10.759681813287976
Bournemouth,35.38127148895573,1.0,0.18456355548270026,-0.0382385984126387,6.18688037467612,5.442434348517842,11.62931472319396
Leeds United,35.39647162684128,1.0,-0.1788282066123921,-0.021707588399676996,4.3018244323943255,3.784200701210709,8.086025133605034
Brentford,35.46468418132155,1.0,-0.038885789065325735,0.1270474490585797,4.9479910062045445,4.352616274681842,9.300607280886386
Fulham,35.46468418132155,1.0,0.004376558721636319,-0.004512080764873376,5.166750622559775,4.545053299162474,9.711803921722248
Manchester city,35.46468418132156,1.0,0.19510224267402712,-0.3132814268954738,6.252426751363158,5.500093755246083,11.75252050660924
