metric,value
train_rows,890.0
emp_total_corners_mean,10.404494382022472
emp_total_corners_std,3.4667573850534117
beta0,1.504071367439398
home_adv,0.13923123837749748
alpha,0.029999999999999995
tempo_min,
tempo_max,
