home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,is_main_line,main_line,gameweek,home_team,away_team
Brentford,Burnley,corners_total,7.5,0.7720116666666667,0.22798833333333335,1.2213521275467718,3.827966488333803,10.06845041795821,6.294365098508271,3.77408531944994,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.27201166666666665,False,9.5,13,Brentford,Burnley
Brentford,Burnley,corners_total,8.5,0.66345,0.33655,1.4212044488269842,2.6569495432634653,10.06845041795821,6.294365098508271,3.77408531944994,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.16344999999999998,False,9.5,13,Brentford,Burnley
Brentford,Burnley,corners_total,9.5,0.5446,0.4554,1.7313589635957816,1.9903704920218146,10.06845041795821,6.294365098508271,3.77408531944994,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.04459999999999997,True,9.5,13,Brentford,Burnley
Brentford,Burnley,corners_total,10.5,0.42566333333333334,0.5743366666666667,2.2151264103264614,1.590941825838837,10.06845041795821,6.294365098508271,3.77408531944994,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.07433666666666666,False,9.5,13,Brentford,Burnley
Brentford,Burnley,corners_total,11.5,0.31693666666666664,0.6830633333333334,2.975036310853681,1.3443215509776287,10.06845041795821,6.294365098508271,3.77408531944994,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.18306333333333336,False,9.5,13,Brentford,Burnley
Brentford,Burnley,corners_total,12.5,0.22507833333333332,0.7749216666666667,4.189199722648838,1.188649458705416,10.06845041795821,6.294365098508271,3.77408531944994,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.2749216666666667,False,9.5,13,Brentford,Burnley
Manchester city,Leeds United,corners_total,7.5,0.731425,0.268575,1.2891247791287728,3.2864477523066906,9.6279316504792,6.552502598469329,3.0754290520098704,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.231425,False,9.5,13,Manchester city,Leeds United
Manchester city,Leeds United,corners_total,8.5,0.6138516666666667,0.3861483333333333,1.536035727807634,2.331146457799972,9.6279316504792,6.552502598469329,3.0754290520098704,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.11385166666666668,False,9.5,13,Manchester city,Leeds United
Manchester city,Leeds United,corners_total,9.5,0.4913516666666667,0.5086483333333334,1.918988283831192,1.7892542088650014,9.6279316504792,6.552502598469329,3.0754290520098704,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.008648333333333313,True,9.5,13,Manchester city,Leeds United
Manchester city,Leeds United,corners_total,10.5,0.37349,0.62651,2.5245604743748498,1.4622203661615736,9.6279316504792,6.552502598469329,3.0754290520098704,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.12651,False,9.5,13,Manchester city,Leeds United
Manchester city,Leeds United,corners_total,11.5,0.2697833333333333,0.7302166666666667,3.4950197994968657,1.2596384574614576,9.6279316504792,6.552502598469329,3.0754290520098704,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.23021666666666668,False,9.5,13,Manchester city,Leeds United
Manchester city,Leeds United,corners_total,12.5,0.18587666666666666,0.8141233333333333,5.072708202074472,1.1326738965712677,9.6279316504792,6.552502598469329,3.0754290520098704,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.3141233333333333,False,9.5,13,Manchester city,Leeds United
Sunderland,Bournemouth,corners_total,7.5,0.7609516666666667,0.2390483333333333,1.2391037865842498,3.663471991601166,9.939090611437761,3.846459498416112,6.09263111302165,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.2609516666666667,False,9.5,13,Sunderland,Bournemouth
Sunderland,Bournemouth,corners_total,8.5,0.6492166666666667,0.35078333333333334,1.4523627318680399,2.554495225459391,9.939090611437761,3.846459498416112,6.09263111302165,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.14921666666666666,False,9.5,13,Sunderland,Bournemouth
Sunderland,Bournemouth,corners_total,9.5,0.5290283333333333,0.4709716666666667,1.7823205907199602,1.927028403027387,9.939090611437761,3.846459498416112,6.09263111302165,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.029028333333333323,True,9.5,13,Sunderland,Bournemouth
Sunderland,Bournemouth,corners_total,10.5,0.4095083333333333,0.5904916666666666,2.30251258600581,1.5487263969489642,9.939090611437761,3.846459498416112,6.09263111302165,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.09049166666666669,False,9.5,13,Sunderland,Bournemouth
Sunderland,Bournemouth,corners_total,11.5,0.301855,0.698145,3.1236788907729296,1.3160238277442344,9.939090611437761,3.846459498416112,6.09263111302165,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.19814500000000002,False,9.5,13,Sunderland,Bournemouth
Sunderland,Bournemouth,corners_total,12.5,0.211865,0.788135,4.450466530924232,1.1691743138395032,9.939090611437761,3.846459498416112,6.09263111302165,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.28813500000000003,False,9.5,13,Sunderland,Bournemouth
Everton,Newcastle,corners_total,7.5,0.7998466666666667,0.2001533333333333,1.1788485604419128,4.3156534682728385,10.403861168607705,4.496772511903743,5.907088656703961,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.2998466666666667,False,10.5,13,Everton,Newcastle
Everton,Newcastle,corners_total,8.5,0.6978083333333334,0.30219166666666664,1.3512279039004442,2.9417614138886687,10.403861168607705,4.496772511903743,5.907088656703961,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.19780833333333336,False,10.5,13,Everton,Newcastle
Everton,Newcastle,corners_total,9.5,0.5828133333333333,0.4171866666666667,1.6178389162469335,2.16501065521252,10.403861168607705,4.496772511903743,5.907088656703961,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.0828133333333333,False,10.5,13,Everton,Newcastle
Everton,Newcastle,corners_total,10.5,0.46396333333333334,0.5360366666666667,2.032268551913433,1.7008565849851247,10.403861168607705,4.496772511903743,5.907088656703961,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.03603666666666666,True,10.5,13,Everton,Newcastle
Everton,Newcastle,corners_total,11.5,0.3526916666666667,0.6473083333333334,2.673434562505293,1.4165322682098573,10.403861168607705,4.496772511903743,5.907088656703961,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.14730833333333332,False,10.5,13,Everton,Newcastle
Everton,Newcastle,corners_total,12.5,0.25587333333333334,0.7441266666666666,3.6850189868981884,1.2366580401952683,10.403861168607705,4.496772511903743,5.907088656703961,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.24412666666666666,False,10.5,13,Everton,Newcastle
Tottenham,Fulham,corners_total,7.5,0.8210016666666666,0.17899833333333337,1.1484728105394784,4.7783223402389465,10.679316350928543,5.4918644891082575,5.187451861820286,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.32100166666666663,False,10.5,13,Tottenham,Fulham
Tottenham,Fulham,corners_total,8.5,0.7246966666666667,0.27530333333333334,1.3010934573650528,3.211141858693528,10.679316350928543,5.4918644891082575,5.187451861820286,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.22469666666666666,False,10.5,13,Tottenham,Fulham
Tottenham,Fulham,corners_total,9.5,0.6133933333333333,0.38660666666666665,1.5371834683143974,2.3285079160830633,10.679316350928543,5.4918644891082575,5.187451861820286,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.11339333333333335,False,10.5,13,Tottenham,Fulham
Tottenham,Fulham,corners_total,10.5,0.49651,0.50349,1.8990515630586748,1.8069414778621342,10.679316350928543,5.4918644891082575,5.187451861820286,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.003489999999999993,True,10.5,13,Tottenham,Fulham
Tottenham,Fulham,corners_total,11.5,0.38386333333333333,0.6161366666666667,2.456337997657837,1.4861272182037402,10.679316350928543,5.4918644891082575,5.187451861820286,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.11613666666666667,False,10.5,13,Tottenham,Fulham
Tottenham,Fulham,corners_total,12.5,0.283375,0.7166250000000001,3.327386295806838,1.282933199939071,10.679316350928543,5.4918644891082575,5.187451861820286,9.833333333333334,0.029999999999999995,0.68,0.020399999999999998,0.216625,False,10.5,13,Tottenham,Fulham
