team,matches_w,tempo,attack,defense,mu_home_vs_avg,mu_away_vs_avg,mu_total_vs_avg
Luton town,0.0,1.0,-0.010864978157877148,0.018440268942661604,5.072820263927311,4.505432086266967,9.578252350194278
Sheffield united,0.0,1.0,0.010403124298204459,0.010369792691743913,5.181865002033601,4.602280315918673,9.784145317952273
Brighton & hove albion,35.82899351416296,1.0,0.008049843495725732,-0.04613268694422301,5.169684955758834,4.591462591567432,9.761147547326267
West ham united,35.859822430613065,1.0,-0.07422702109272923,0.17391565097463763,4.761367348517789,4.22881476386235,8.99018211238014
Tottenham,35.90941803006585,1.0,0.14344537350828393,0.06723003329418097,5.919235367659526,5.257176790051085,11.176412157710612
Arsenal,35.913543839115164,1.0,0.2126047550700926,-0.4624942319695913,6.343093995048685,5.6336273955376965,11.97672139058638
Sunderland,35.93328369256773,1.0,-0.2526758331279031,0.1235152024046333,3.983202217462337,3.537686364379674,7.52088858184201
Crystal palace,35.94848383045328,1.0,-0.15609728180742727,0.06540642537108148,4.387083363381232,3.896393943041746,8.283477306422977
Manchester united,35.9564381690638,1.0,-0.005630771039172271,-0.008463333433679382,5.099442067100912,4.529076276278101,9.628518343379014
Nottingham Forest,35.963832803461855,1.0,-0.021824450703988217,0.11302238298740369,5.017528367946328,4.456324515073346,9.473852883019674
Chelsea,35.97164336453561,1.0,0.18513148298533905,-0.1679201164994174,6.171200497959312,5.48095995673364,11.652160454692952
Everton,35.97164336453561,1.0,-0.17120223095868814,0.1434512757578795,4.321314659195986,3.8379813806618985,8.159296039857885
Burnley,35.99410447613778,1.0,-0.28613525366576537,0.2244744227430141,3.852131581080816,3.4212758037848157,7.2734073848656315
Newcastle,36.00149911053583,1.0,0.21963142786295595,0.09721448367687746,6.3878218008414,5.673352455934534,12.061174256775935
Liverpool,36.02080758353857,1.0,0.19894685913581836,-0.22722246752358252,6.257049607550454,5.557206957968795,11.814256565519248
Wolverhampton wanderers,36.044673246040446,1.0,-0.2830415500895445,0.16013318940300697,3.8640673877333414,3.4318766063896633,7.295943994123005
Aston villa,36.059873383926,1.0,0.100549888842807,-0.06794550835361762,5.670695622847953,5.036435884060509,10.707131506908462
Bournemouth,36.059873383926,1.0,0.17188349705907982,0.004673208477876595,6.0899836880457485,5.408827138638184,11.498810826683933
Leeds United,36.07452899204067,1.0,-0.1641874636436465,-0.020747476599229726,4.351734244443649,3.864998575889638,8.216732820333288
Brentford,36.140297899828894,1.0,-0.002697682124302288,0.10714676144061372,5.114421140838756,4.542379960605523,9.656801101444279
Fulham,36.140297899828894,1.0,-0.016267273685907278,0.037743964479107384,5.045489281194625,4.481158037484146,9.526647318678771
Manchester city,36.140297899828894,1.0,0.19420553783864442,-0.3458112413213774,6.22745314360545,5.530920819024335,11.758373962629785
