team,matches_w,tempo,attack,defense,mu_home_vs_avg,mu_away_vs_avg,mu_total_vs_avg
Luton town,0.0,1.0,-0.008191971090645374,0.011009267408276685,5.051272946448549,4.520266639909131,9.57153958635768
Sheffield united,0.0,1.0,0.006391613615740733,0.0054606165672336044,5.125478388846641,4.586671363892148,9.712149752738789
Brighton & hove albion,27.686661057696806,1.0,-0.035797641732341144,-0.08093507997813808,4.9137362991640705,4.397188294098878,9.310924593262948
West ham united,27.731062297870146,1.0,-0.205805281046332,0.07907167992627995,4.145514764627343,3.7097247158205224,7.855239480447866
Tottenham,27.802492188259173,1.0,0.18138687148719762,0.11886109571114323,6.105677785064415,5.463828998839881,11.569506783904297
Arsenal,27.808434370457007,1.0,0.23008168704293855,-0.4498239300096027,6.410350427150811,5.736473457913192,12.146823885064002
Sunderland,27.836864626043578,1.0,-0.22161615016373548,0.24951052818054428,4.080486008506642,3.6515319948878986,7.732018003394541
Crystal palace,27.85875657200336,1.0,-0.1471038834759542,0.12543281118575123,4.396146526398477,3.9340092483822096,8.330155774780685
Manchester united,27.870212780645574,1.0,0.06593960394390533,1.4298841563306053e-05,5.4399608010988905,4.8680943580586895,10.308055159157579
Nottingham Forest,27.88086287723374,1.0,-0.18021064133652004,0.22060113398441825,4.252987213840923,3.8058993102326166,8.05888652407354
Chelsea,27.892112010776447,1.0,0.22874028296153026,-0.2508839460884696,6.401757321626497,5.7287836877014895,12.130541009327986
Everton,27.892112010776447,1.0,-0.21938536413616563,0.18859291745257026,4.089598860312249,3.6596868739546258,7.749285734266874
Burnley,27.92446154899075,1.0,-0.27666927501940336,0.24819179263949726,3.861914234397485,3.4559371993965917,7.317851433794077
Newcastle,27.935111645578907,1.0,0.17768020559489447,0.01640284288574329,6.083087969782184,5.443613898704822,11.526701868487006
Liverpool,27.962920606966254,1.0,0.2675890760330369,-0.27022883884462434,6.655351895114147,5.955719571537298,12.611071466651445
Wolverhampton wanderers,27.997293044750656,1.0,-0.18092950557979576,0.08835499095494825,4.249930992041683,3.803164368448688,8.05309536049037
Aston villa,28.019184990710436,1.0,0.1529831941280109,-0.09724630484037552,5.934693864476339,5.310819466314311,11.24551333079065
Bournemouth,28.019184990710436,1.0,0.20830624109981138,-0.02829287075160067,6.272271014392416,5.612909403907984,11.8851804183004
Leeds United,28.04029267955311,1.0,-0.2709472876019907,0.11852848025502526,3.8840754015485075,3.475768712291702,7.359844113840209
Brentford,28.135016121272805,1.0,-0.0701179988194792,0.23889329869639478,4.7479562029916815,4.248835542973867,8.996791745965549
Fulham,28.135016121272805,1.0,0.06474611531790433,-0.12310830869754251,5.43347214259716,4.862287808526703,10.295759951123863
Manchester city,28.135016121272805,1.0,0.23293010877739245,-0.40840647547903625,6.42863583855137,5.752836647158207,12.181472485709577
