metric,value
train_rows,980.0
emp_total_corners_mean,10.345918367346938
emp_total_corners_std,3.4566902999937392
beta0,1.5161487772197395
home_adv,0.11861312895758443
alpha,0.029999999999999995
tempo_min,
tempo_max,
