team,matches_w,tempo,attack,defense,mu_home_vs_avg,mu_away_vs_avg,mu_total_vs_avg
Luton town,0.0,1.0,-0.007945840472793404,0.012205566067017436,5.093324288313287,4.521280090480385,9.614604378793672
Sheffield united,0.0,1.0,0.006843984401602145,0.006595900307457474,5.169213473121046,4.588645968035324,9.75785944115637
Brighton & hove albion,37.13038326706324,1.0,0.0005103615622231548,-0.04211738261951828,5.136577086986413,4.559675057387769,9.696252144374181
West ham united,37.15904291775186,1.0,-0.10662414615763363,0.16760626021728187,4.614725625981901,4.096434060492761,8.711159686474662
Tottenham,37.205148740456,1.0,0.0765712538906091,0.07457680639927967,5.542511922312976,4.920018319489821,10.462530241802797
Arsenal,37.208984238416264,1.0,0.23057224415560879,-0.440107469816924,6.465296049592157,5.739162215756505,12.204458265348663
Sunderland,37.22733510408845,1.0,-0.2916211486488694,0.11245196528066455,3.8353297329729985,3.4045741014187043,7.239903834391702
Crystal palace,37.24146568966786,1.0,-0.12159541452558668,0.03691522355467903,4.54615192863501,4.0355620494063045,8.581713978041314
Manchester united,37.248860324065916,1.0,-0.026159126515868596,-0.008584300063677277,5.001397799031763,4.439678098883272,9.441075897915034
Nottingham Forest,37.255734637639705,1.0,0.018029327684542053,0.11734971990435533,5.227357474420261,4.640259668749061,9.867617143169323
Chelsea,37.26299561135632,1.0,0.16735430921197045,-0.19016861972527382,6.069224690950414,5.387574638200265,11.45679932915068
Everton,37.26299561135632,1.0,-0.15663078764217428,0.11449956491860239,4.38963364765064,3.896622734422063,8.286256382072702
Burnley,37.28387625481449,1.0,-0.3298208617068451,0.18540458205275528,3.6915842353166,3.2769730259990015,6.968557261315602
Newcastle,37.290750568388276,1.0,0.27775790767422126,0.0653098327232991,6.777677335406172,6.016459165300884,12.794136500707056
Liverpool,37.308700407542844,1.0,0.2444839110185685,-0.200393756596421,6.5558676345407205,5.819561475770401,12.37542911031112
Wolverhampton wanderers,37.33088677117529,1.0,-0.26580676816516047,0.14209294164814495,3.935625359168026,3.4936052708885774,7.429230630056603
Aston villa,37.34501735675471,1.0,0.1269183759525559,-0.055953108760064055,5.828705506400415,5.174068774656553,11.002774281056968
Bournemouth,37.34501735675471,1.0,0.16885514865514586,0.044263484399007395,6.078340461699114,5.395666593564279,11.474007055263392
Leeds United,37.358641728207246,1.0,-0.16984467809259166,0.022036315458857883,4.33201105725101,3.845471883624375,8.177482940875384
Brentford,37.41978283014747,1.0,-0.011914932340500475,0.12642028334318156,5.073148482601078,4.5033702807937495,9.576518763394827
Fulham,37.41978283014747,1.0,0.009302101437818582,0.031395584492575436,5.181935634698252,4.599939271306604,9.781874906004855
Manchester city,37.41978283014747,1.0,0.160764778623158,-0.321799393185281,6.02936282891837,5.352189763220188,11.381552592138558
