metric,value
train_rows,770.0
emp_total_corners_mean,10.496103896103897
emp_total_corners_std,3.4731789233152734
beta0,1.524473421665178
home_adv,0.10468221499916852
alpha,0.029999999999999995
tempo_min,
tempo_max,
