metric,value
train_rows,830.0
emp_total_corners_mean,10.43012048192771
emp_total_corners_std,3.486539864457018
beta0,1.5212523794774162
home_adv,0.09940822826457504
alpha,0.029999999999999995
tempo_min,
tempo_max,
