team,matches_w,tempo,attack,defense,mu_home_vs_avg,mu_away_vs_avg,mu_total_vs_avg
Luton town,0.0,1.0,-0.003629586000267882,0.002649281387725352,5.038110050323308,4.561368980429007,9.599479030752315
Sheffield united,0.0,1.0,-0.0006436941136499835,0.0015141874327518551,5.05317578337823,4.575009088870016,9.628184872248246
Brighton & hove albion,30.00858236018992,1.0,-0.014038732000683916,-0.09555484057319824,4.985939623096311,4.514135282460523,9.500074905556833
West ham united,30.04911322688664,1.0,-0.16483951913206962,0.1602918479358959,4.288002850840959,3.882242149625522,8.170245000466481
Tottenham,30.114316706659206,1.0,0.20390808754428405,0.12374243682838577,6.200120301225534,5.613421726491155,11.81354202771669
Arsenal,30.11974091989306,1.0,0.32098884561879387,-0.4364876733623373,6.970238577343877,6.310666046456386,13.280904623800263
Sunderland,30.145692963007953,1.0,-0.23971279136237258,0.21395994327854584,3.9786708903670265,3.6021813341475935,7.58085222451462
Crystal palace,30.165676628778634,1.0,-0.15899658114336257,0.1364620742042614,4.313130724408743,3.9049922487482824,8.218122973157026
Manchester united,30.176134221033152,1.0,0.019979831499883534,-0.05930701651308445,5.158472142542974,4.670341573005679,9.828813715548652
Nottingham Forest,30.18585596852121,1.0,-0.15261022661180837,0.22467879347949574,4.340764050544641,3.930010717063454,8.270774767608096
Chelsea,30.19612453602728,1.0,0.23397624108443982,-0.22290177521540686,6.389377519313742,5.7847701081833,12.174147627497042
Everton,30.19612453602728,1.0,-0.21213679677346486,0.13761262937095334,4.089913460253062,3.7028973571230748,7.792810817376136
Burnley,30.225654225196898,1.0,-0.313084553725446,0.2774232635933296,3.6972010263726602,3.347346109484908,7.044547135857568
Newcastle,30.235375972684956,1.0,0.1899186901146909,0.033311650194806565,6.113988226819808,5.535440068986657,11.649428295806466
Liverpool,30.260760878659763,1.0,0.25825289623724623,-0.24276699973028942,6.546388371955559,5.926923500165111,12.47331187212067
Wolverhampton wanderers,30.29213713500851,1.0,-0.1775308962085103,0.10850447096484367,4.233926070012753,3.8332824905137857,8.067208560526538
Aston villa,30.31212080077919,1.0,0.12518746571662404,-0.02117224542290046,5.730759520187499,5.188475132257979,10.919234652445478
Bournemouth,30.312120800779194,1.0,0.1794170310778727,-0.07884495319131284,6.050117170136138,5.477612936630662,11.5277301067668
Leeds United,30.331388571666185,1.0,-0.2679897350024169,0.04512726904476933,3.8677419942397133,3.5017493029346416,7.3694912971743545
Fulham,30.417855147248478,1.0,0.0413977436688179,-0.10823818215387286,5.270147503343441,4.771449433204323,10.041596936547764
Brentford,30.41785514724848,1.0,-0.03622399089055897,0.15197508167830254,4.876543242172665,4.4150907491867235,9.291633991359388
Manchester city,30.41785514724848,1.0,0.16841027040195894,-0.35197924323166446,5.983890119639939,5.417652751009214,11.401542870649154
