home,away,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,imp_over,imp_under,p_over_absdiff_5050,is_main_line,main_line,mu_match,mu_league,alpha_used,gameweek,home_team,away_team,league
Lorient,Le Havre,7.5,0.605095,0.39490499999999995,1.54567251928456,2.3092958863085236,0.646967574,0.43303242599999997,0.10509500000000005,False,8.5,8.487475,9.414141414141413,0.020720000000000002,34,Lorient,Le Havre,L1
Lorient,Le Havre,8.5,0.4725,0.5275000000000001,1.9794258477386049,1.7397264802027823,0.505197,0.5748030000000001,0.027500000000000024,True,8.5,8.487475,9.414141414141413,0.020720000000000002,34,Lorient,Le Havre,L1
Lorient,Le Havre,9.5,0.34829,0.65171,2.6853447215150905,1.4132111717418272,0.372391668,0.7076083320000001,0.15171,False,8.5,8.487475,9.414141414141413,0.020720000000000002,34,Lorient,Le Havre,L1
Lorient,Le Havre,10.5,0.242335,0.757665,3.8594454497142,1.2181819730902674,0.259104582,0.8208954180000001,0.25766500000000003,False,8.5,8.487475,9.414141414141413,0.020720000000000002,34,Lorient,Le Havre,L1
Lorient,Le Havre,11.5,0.16022,0.83978,5.8374654416208385,1.100481952109191,0.171307224,0.9086927760000001,0.33977999999999997,False,8.5,8.487475,9.414141414141413,0.020720000000000002,34,Lorient,Le Havre,L1
Lorient,Le Havre,12.5,0.09985,0.90015,9.366837386644876,1.0274953860833433,0.10675962,0.9732403800000001,0.40015,False,8.5,8.487475,9.414141414141413,0.020720000000000002,34,Lorient,Le Havre,L1
Olympique Lyonnais,Lens,7.5,0.75198,0.24802000000000002,1.2437547714786175,3.623411797011369,0.8040170160000001,0.27598298400000004,0.25198,False,9.5,9.832305,9.414141414141413,0.020720000000000002,34,Olympique Lyonnais,Lens,L1
Olympique Lyonnais,Lens,8.5,0.637905,0.36209499999999994,1.4661724129086473,2.5128660374480263,0.6820480260000001,0.397951974,0.13790500000000006,False,9.5,9.832305,9.414141414141413,0.020720000000000002,34,Olympique Lyonnais,Lens,L1
Olympique Lyonnais,Lens,9.5,0.51601,0.48399000000000003,1.8125205190916664,1.8929280111072773,0.551717892,0.5282821080000001,0.01600999999999997,True,9.5,9.832305,9.414141414141413,0.020720000000000002,34,Olympique Lyonnais,Lens,L1
Olympique Lyonnais,Lens,10.5,0.397875,0.602125,2.3506847956179477,1.5276690268389295,0.42540795,0.6545920500000001,0.10212500000000002,False,9.5,9.832305,9.414141414141413,0.020720000000000002,34,Olympique Lyonnais,Lens,L1
Olympique Lyonnais,Lens,11.5,0.291155,0.708845,3.21230517441394,1.3009025711472917,0.31130292600000004,0.768697074,0.208845,False,9.5,9.832305,9.414141414141413,0.020720000000000002,34,Olympique Lyonnais,Lens,L1
Olympique Lyonnais,Lens,12.5,0.20232,0.79768,4.622769439780994,1.1578369649213933,0.21632054400000003,0.863679456,0.29768,False,9.5,9.832305,9.414141414141413,0.020720000000000002,34,Olympique Lyonnais,Lens,L1
Nice,Metz,7.5,0.752675,0.24732500000000002,1.242606321528536,3.6331943018869826,0.80476011,0.27523989000000004,0.252675,False,9.5,9.838065,9.414141414141413,0.020720000000000002,34,Nice,Metz,L1
Nice,Metz,8.5,0.639035,0.360965,1.4635797930574863,2.5205184188168914,0.683256222,0.39674377800000005,0.13903500000000002,False,9.5,9.838065,9.414141414141413,0.020720000000000002,34,Nice,Metz,L1
Nice,Metz,9.5,0.51689,0.48311000000000004,1.8094347212298376,1.8963054228350351,0.552658788,0.5273412120000001,0.01688999999999996,True,9.5,9.838065,9.414141414141413,0.020720000000000002,34,Nice,Metz,L1
Nice,Metz,10.5,0.397545,0.602455,2.352636086622875,1.5268460314384378,0.425055114,0.654944886,0.10245500000000002,False,9.5,9.838065,9.414141414141413,0.020720000000000002,34,Nice,Metz,L1
Nice,Metz,11.5,0.29087,0.70913,3.215452652581878,1.3003870799802397,0.310998204,0.7690017960000001,0.20912999999999998,False,9.5,9.838065,9.414141414141413,0.020720000000000002,34,Nice,Metz,L1
Nice,Metz,12.5,0.202005,0.797995,4.629978035476799,1.1573856340901658,0.215983746,0.8640162540000002,0.297995,False,9.5,9.838065,9.414141414141413,0.020720000000000002,34,Nice,Metz,L1
Olympique Marseille,Rennes,7.5,0.622455,0.377545,1.5025643830581983,2.4127133742787192,0.665528886,0.4144711140000001,0.12245499999999998,False,8.5,8.64044,9.414141414141413,0.020720000000000002,34,Olympique Marseille,Rennes,L1
Olympique Marseille,Rennes,8.5,0.493635,0.506365,1.8946766599947145,1.8109201666021926,0.527794542,0.552205458,0.0063650000000000095,True,8.5,8.64044,9.414141414141413,0.020720000000000002,34,Olympique Marseille,Rennes,L1
Olympique Marseille,Rennes,9.5,0.36692,0.63308,2.548998999935928,1.454145409096589,0.39231086400000004,0.687689136,0.13307999999999998,False,8.5,8.64044,9.414141414141413,0.020720000000000002,34,Olympique Marseille,Rennes,L1
Olympique Marseille,Rennes,10.5,0.25948,0.7405200000000001,3.604434688825693,1.2460065738509392,0.277436016,0.8025639840000001,0.24052,False,8.5,8.64044,9.414141414141413,0.020720000000000002,34,Olympique Marseille,Rennes,L1
Olympique Marseille,Rennes,11.5,0.172985,0.8270150000000001,5.4067041249616485,1.117262962087699,0.18495556200000002,0.8950444380000001,0.327015,False,8.5,8.64044,9.414141414141413,0.020720000000000002,34,Olympique Marseille,Rennes,L1
Olympique Marseille,Rennes,12.5,0.10974,0.89026,8.522678267327235,1.0387818914454805,0.11733400800000002,0.9626659920000001,0.39026,False,8.5,8.64044,9.414141414141413,0.020720000000000002,34,Olympique Marseille,Rennes,L1
Strasbourg,Monaco,7.5,0.602765,0.397235,1.551647346903836,2.296086498280775,0.644476338,0.43552366200000003,0.102765,False,8.5,8.468475,9.414141414141413,0.020720000000000002,34,Strasbourg,Monaco,L1
Strasbourg,Monaco,8.5,0.470255,0.529745,1.9888756378060646,1.7324916653204336,0.502796646,0.5772033540000001,0.02974500000000002,True,8.5,8.468475,9.414141414141413,0.020720000000000002,34,Strasbourg,Monaco,L1
Strasbourg,Monaco,9.5,0.34645,0.6535500000000001,2.6996066187227328,1.4092929850496845,0.37042434,0.70957566,0.15355000000000002,False,8.5,8.468475,9.414141414141413,0.020720000000000002,34,Strasbourg,Monaco,L1
Strasbourg,Monaco,10.5,0.24057,0.75943,3.887761204873803,1.215387945098826,0.257217444,0.8227825560000002,0.25943,False,8.5,8.468475,9.414141414141413,0.020720000000000002,34,Strasbourg,Monaco,L1
Strasbourg,Monaco,11.5,0.15725,0.84275,5.94771836601902,1.0966495929291542,0.1681317,0.9118683000000001,0.34275,False,8.5,8.468475,9.414141414141413,0.020720000000000002,34,Strasbourg,Monaco,L1
Strasbourg,Monaco,12.5,0.09798,0.90202,9.545608420662287,1.0253888493950118,0.104760216,0.9752397840000001,0.40202,False,8.5,8.468475,9.414141414141413,0.020720000000000002,34,Strasbourg,Monaco,L1
Lille,Auxerre,7.5,0.77077,0.22923000000000004,1.213434245049095,3.9078877102543226,0.824107284,0.2558927160000001,0.27076999999999996,False,9.5,10.057605,9.414141414141413,0.020720000000000002,34,Lille,Auxerre,L1
Lille,Auxerre,8.5,0.661005,0.33899500000000005,1.4149343999765371,2.679144665061826,0.706746546,0.3732534540000001,0.16100499999999995,False,9.5,10.057605,9.414141414141413,0.020720000000000002,34,Lille,Auxerre,L1
Lille,Auxerre,9.5,0.541655,0.458345,1.7267055839168675,1.9965560446439035,0.579137526,0.5008624740000001,0.041655,True,9.5,10.057605,9.414141414141413,0.020720000000000002,34,Lille,Auxerre,L1
Lille,Auxerre,10.5,0.42288,0.5771200000000001,2.211688216648909,1.5927201121356502,0.45214329600000003,0.6278567040000002,0.07712000000000002,False,9.5,10.057605,9.414141414141413,0.020720000000000002,34,Lille,Auxerre,L1
Lille,Auxerre,11.5,0.31529,0.6847099999999999,2.9664077930048234,1.3460908066504618,0.33710806800000004,0.742891932,0.18470999999999999,False,9.5,10.057605,9.414141414141413,0.020720000000000002,34,Lille,Auxerre,L1
Lille,Auxerre,12.5,0.223515,0.776485,4.1844113954611135,1.1890355295492558,0.238982238,0.841017762,0.276485,False,9.5,10.057605,9.414141414141413,0.020720000000000002,34,Lille,Auxerre,L1
