metric,value
train_rows,990.0
emp_total_corners_mean,10.33838383838384
emp_total_corners_std,3.4514879552438464
beta0,1.517511030629582
home_adv,0.11373768813558227
alpha,0.029999999999999995
tempo_min,
tempo_max,
