team,matches_w,tempo,attack,defense,mu_home_vs_avg,mu_away_vs_avg,mu_total_vs_avg
Luton town,0.0,1.0,-0.009562569449597954,0.012214454744754048,5.029361290382708,4.494880657201957,9.524241947584665
Sheffield united,0.0,1.0,0.008374546459682396,0.005413691094487895,5.120387459721871,4.576233287136137,9.69662074685801
Brighton & hove albion,28.168139321704963,1.0,-0.035456386162380296,-0.1018043861341676,4.9008035393425935,4.3799850044301865,9.280788543772779
West ham united,28.211737993461966,1.0,-0.18120932348977833,0.11126420194011187,4.236113586586146,3.785933028606814,8.02204661519296
Tottenham,28.28187676284212,1.0,0.15008091728738487,0.1313924902087547,5.8999063785463495,5.272911117151508,11.172817495697856
Arsenal,28.28771153795543,1.0,0.25402185600758964,-0.45862612853551843,6.546152166052233,5.850479027337852,12.396631193390085
Sunderland,28.315627906427295,1.0,-0.23819746733722486,0.2435570931578748,4.001455212634425,3.576212285707909,7.5776674983423336
Crystal palace,28.33712414757499,1.0,-0.16493776263656443,0.1455734439141608,4.305605605155705,3.84803998654112,8.153645591696826
Manchester united,28.348373281117702,1.0,0.06907015488456779,-0.015889460782024155,5.440797886035647,4.862593034318674,10.303390920354321
Nottingham Forest,28.358830873372217,1.0,-0.14179473360050235,0.23965773605289237,4.406412348083908,3.938133788266991,8.3445461363509
Chelsea,28.369876674772463,1.0,0.23229446072564616,-0.24596437518894218,6.405455352966701,5.724734355767442,12.130189708734143
Everton,28.369876674772463,1.0,-0.23389765090497996,0.17262542542599155,4.018697778879797,3.591622448752876,7.6103202276326725
Burnley,28.40164148342623,1.0,-0.2959584867269067,0.25208227499758334,3.7768754932402895,3.3754991178878,7.1523746111280895
Newcastle,28.412099075680747,1.0,0.17492857323072944,0.02553579428309808,6.048341720497684,5.405571928109363,11.453913648607047
Liverpool,28.43940538006993,1.0,0.26584719154295344,-0.23631514844523938,6.624022123636511,5.9200735833686595,12.54409570700517
Wolverhampton wanderers,28.473156523655106,1.0,-0.20179058538640685,0.07855936062750986,4.149820084079578,3.7088101152061204,7.858630199285699
Bournemouth,28.494652764802797,1.0,0.21866580763440915,-0.06525513507711836,6.318749806034365,5.647243186754881,11.965992992789246
Aston villa,28.4946527648028,1.0,0.17398640159230389,-0.11240545885598907,6.042645828144587,5.400481350024945,11.443127178169533
Leeds United,28.515378924563386,1.0,-0.25741241436081935,0.11485177676613086,3.9253014510268636,3.508151541955505,7.433452992982369
Brentford,28.608390205939955,1.0,-0.07758727542842982,0.227162215153843,4.698617375568439,4.19928558272824,8.89790295829668
Fulham,28.608390205939955,1.0,0.07157893661818247,-0.11695519534056947,5.454464796868272,4.874807534251843,10.329272331120116
Manchester city,28.608390205939955,1.0,0.21895580950014162,-0.4066746700076246,6.320582520999746,5.648881135307874,11.96946365630762
