home,away,market,line,p_over,p_under,fair_odds_over,fair_odds_under,bookmaker_odds_over,bookmaker_odds_under,implied_p_over,implied_p_under,over_price_boost,margin,overround,mu_match,mu_league,mu_home,mu_away,alpha_base,alpha_used,low_sample_flag,home_matches_w,away_matches_w,promoted_home_flag,promoted_away_flag,promoted_pair_flag,p_home,p_draw,p_away,fair_odds_home,fair_odds_draw,fair_odds_away,bookmaker_odds_home,bookmaker_odds_draw,bookmaker_odds_away,mu_home_goals,mu_away_goals,mu_total_goals,calib_temp,calib_rows,gameweek,home_team,away_team
Leeds United,Nottingham Forest,corners_total,7.5,0.727515,0.272485,1.3745421056610516,3.6699267849606403,1.309087719677192,3.4951683666291813,0.7638907500000001,0.28610925,0.0,0.05,0.050000000000000044,10.002142483109722,9.062189935034358,6.157230611324513,3.844911871785209,0.06350209107057349,0.08890292749880288,1.0,17.563543854460306,27.21031211898707,1.0,0.0,0.0,,,,,,,,,,,,,,,25,Leeds United,Nottingham Forest
Leeds United,Nottingham Forest,corners_total,8.5,0.625105,0.374895,1.5997312451508146,2.667413542458555,1.5235535668102995,2.5403938499605285,0.6563602500000001,0.39363975,0.0,0.05,0.050000000000000044,10.002142483109722,9.062189935034358,6.157230611324513,3.844911871785209,0.06350209107057349,0.08890292749880288,1.0,17.563543854460306,27.21031211898707,1.0,0.0,0.0,,,,,,,,,,,,,,,25,Leeds United,Nottingham Forest
Leeds United,Nottingham Forest,corners_total,9.5,0.51914,0.48085999999999995,1.9262626651770234,2.07960737012852,1.8345358715971651,1.9805784477414474,0.545097,0.504903,0.0,0.05,0.050000000000000044,10.002142483109722,9.062189935034358,6.157230611324513,3.844911871785209,0.06350209107057349,0.08890292749880288,1.0,17.563543854460306,27.21031211898707,1.0,0.0,0.0,,,,,,,,,,,,,,,25,Leeds United,Nottingham Forest
Leeds United,Nottingham Forest,corners_total,10.5,0.416585,0.583415,2.4004704922164746,1.714045747881011,2.2861623735394994,1.6324245217914388,0.43741425,0.61258575,0.0,0.05,0.050000000000000044,10.002142483109722,9.062189935034358,6.157230611324513,3.844911871785209,0.06350209107057349,0.08890292749880288,1.0,17.563543854460306,27.21031211898707,1.0,0.0,0.0,,,,,,,,,,,,,,,25,Leeds United,Nottingham Forest
Leeds United,Nottingham Forest,corners_total,11.5,0.322805,0.677195,3.097845448490575,1.4766795383899762,2.950328998562452,1.4063614651333107,0.33894525000000003,0.7110547500000001,0.0,0.05,0.050000000000000044,10.002142483109722,9.062189935034358,6.157230611324513,3.844911871785209,0.06350209107057349,0.08890292749880288,1.0,17.563543854460306,27.21031211898707,1.0,0.0,0.0,,,,,,,,,,,,,,,25,Leeds United,Nottingham Forest
Leeds United,Nottingham Forest,corners_total,12.5,0.24161,0.75839,4.13890153553247,1.3185827872202955,3.9418109862214,1.2557931306859957,0.2536905,0.7963095,0.0,0.05,0.050000000000000044,10.002142483109722,9.062189935034358,6.157230611324513,3.844911871785209,0.06350209107057349,0.08890292749880288,1.0,17.563543854460306,27.21031211898707,1.0,0.0,0.0,,,,,,,,,,,,,,,25,Leeds United,Nottingham Forest
Leeds United,Nottingham Forest,1X2,,,,,,,,,,,0.05,-0.04761904761904767,,,,,,,,17.563543854460306,27.21031211898707,,,,0.3345489362359687,0.30421682425319874,0.3612342395108325,2.9890993265471515,3.2871291798368882,2.7682868638204283,3.138554292874509,3.451485638828733,2.90670120701145,1.4843475038725826,1.3018099521631046,2.786157456035687,2.9,1000.0,25,Leeds United,Nottingham Forest
Manchester United,Tottenham,corners_total,7.5,0.75472,0.24528000000000005,1.3249947000212,4.076973255055446,1.2618997143059048,3.882831671481377,0.7924559999999999,0.25754400000000005,0.0,0.05,0.050000000000000044,10.294743510961133,9.062189935034358,5.057546996353567,5.237196514607566,0.06350209107057349,0.08890292749880288,1.0,27.205609821828592,27.174670823231203,0.0,0.0,0.0,,,,,,,,,,,,,,,25,Manchester United,Tottenham
Manchester United,Tottenham,corners_total,8.5,0.655825,0.344175,1.5247970113978577,2.9054986562068716,1.4521876299027214,2.7671415773398778,0.68861625,0.36138375,0.0,0.05,0.050000000000000044,10.294743510961133,9.062189935034358,5.057546996353567,5.237196514607566,0.06350209107057349,0.08890292749880288,1.0,27.205609821828592,27.174670823231203,0.0,0.0,0.0,,,,,,,,,,,,,,,25,Manchester United,Tottenham
Manchester United,Tottenham,corners_total,9.5,0.550075,0.449925,1.817933918102077,2.2225926543312773,1.7313656362876924,2.116754908886931,0.57757875,0.47242125,0.0,0.05,0.050000000000000044,10.294743510961133,9.062189935034358,5.057546996353567,5.237196514607566,0.06350209107057349,0.08890292749880288,1.0,27.205609821828592,27.174670823231203,0.0,0.0,0.0,,,,,,,,,,,,,,,25,Manchester United,Tottenham
