home,away,market,line,p_over,p_under,fair_odds_over,fair_odds_under,bookmaker_odds_over,bookmaker_odds_under,implied_p_over,implied_p_under,over_price_boost,margin,overround,mu_match,mu_league,mu_home,mu_away,alpha_base,alpha_used,low_sample_flag,home_matches_w,away_matches_w,promoted_home_flag,promoted_away_flag,promoted_pair_flag,p_home,p_draw,p_away,fair_odds_home,fair_odds_draw,fair_odds_away,bookmaker_odds_home,bookmaker_odds_draw,bookmaker_odds_away,mu_home_goals,mu_away_goals,mu_total_goals,calib_temp,calib_rows,gameweek,home_team,away_team
Brighton & Hove Albion,Everton,corners_total,7.5,0.710725,0.28927499999999995,1.4070139646135986,3.456918157462623,1.3400132996319987,3.2923030071072596,0.7462612500000001,0.30373874999999995,0.0,0.05,0.050000000000000044,9.764297526410614,9.009359994110309,6.009571193770433,3.7547263326401814,0.06133585593728358,0.085870198312197,1.0,26.89185007620973,26.983611037297685,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Brighton & Hove Albion,Everton
Brighton & Hove Albion,Everton,corners_total,8.5,0.60472,0.39527999999999996,1.653657891255457,2.5298522566282133,1.5749122773861495,2.409383101550679,0.6349560000000001,0.41504399999999997,0.0,0.05,0.050000000000000044,9.764297526410614,9.009359994110309,6.009571193770433,3.7547263326401814,0.06133585593728358,0.085870198312197,1.0,26.89185007620973,26.983611037297685,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Brighton & Hove Albion,Everton
Brighton & Hove Albion,Everton,corners_total,9.5,0.49528,0.5047200000000001,2.0190599256985946,1.9812965604691708,1.9229142149510428,1.8869491052087344,0.520044,0.529956,0.0,0.05,0.04999999999999982,9.764297526410614,9.009359994110309,6.009571193770433,3.7547263326401814,0.06133585593728358,0.085870198312197,1.0,26.89185007620973,26.983611037297685,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Brighton & Hove Albion,Everton
Brighton & Hove Albion,Everton,corners_total,10.5,0.391275,0.608725,2.5557472365983007,1.6427779374922995,2.4340449872364767,1.5645504166593327,0.41083875,0.63916125,0.0,0.05,0.050000000000000044,9.764297526410614,9.009359994110309,6.009571193770433,3.7547263326401814,0.06133585593728358,0.085870198312197,1.0,26.89185007620973,26.983611037297685,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Brighton & Hove Albion,Everton
Brighton & Hove Albion,Everton,corners_total,11.5,0.299285,0.700715,3.341296757271497,1.4271137338290176,3.1821873878776157,1.3591559369800166,0.31424925000000004,0.73575075,0.0,0.05,0.050000000000000044,9.764297526410614,9.009359994110309,6.009571193770433,3.7547263326401814,0.06133585593728358,0.085870198312197,1.0,26.89185007620973,26.983611037297685,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Brighton & Hove Albion,Everton
Brighton & Hove Albion,Everton,corners_total,12.5,0.22094,0.77906,4.526115687516973,1.2835981824249738,4.310586369063784,1.222474459452356,0.231987,0.818013,0.0,0.05,0.050000000000000044,9.764297526410614,9.009359994110309,6.009571193770433,3.7547263326401814,0.06133585593728358,0.085870198312197,1.0,26.89185007620973,26.983611037297685,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Brighton & Hove Albion,Everton
Brighton & Hove Albion,Everton,1X2,,,,,,,,,,,0.05,-0.047619047619047894,,,,,,,,26.89185007620973,26.983611037297685,,,,0.31538581958305817,0.3155539608576808,0.36906021955926094,3.170719600906615,3.1690300995810157,2.7095849051252934,3.3292555809519464,3.3274816045600666,2.845064150381558,1.3064728891555388,0.9791713747453444,2.2856442639008834,2.9,990.0,24,Brighton & Hove Albion,Everton
Leeds United,Arsenal,corners_total,7.5,0.490395,0.509605,2.0391725037979587,1.9623041375182741,1.942069051236151,1.8688610833507373,0.5149147500000001,0.53508525,0.0,0.05,0.050000000000000044,7.697349862768471,9.009359994110309,3.442276428664229,4.255073434104242,0.06133585593728358,0.085870198312197,1.0,17.048892736138562,26.94848416530206,1.0,0.0,0.0,,,,,,,,,,,,,,,24,Leeds United,Arsenal
Leeds United,Arsenal,corners_total,8.5,0.371155,0.628845,2.6942921420969674,1.590216985107618,2.565992516282826,1.5144923667691599,0.38971275000000005,0.66028725,0.0,0.05,0.050000000000000044,7.697349862768471,9.009359994110309,3.442276428664229,4.255073434104242,0.06133585593728358,0.085870198312197,1.0,17.048892736138562,26.94848416530206,1.0,0.0,0.0,,,,,,,,,,,,,,,24,Leeds United,Arsenal
Leeds United,Arsenal,corners_total,9.5,0.267265,0.732735,3.7416047742876923,1.364749875466574,3.5634331183692307,1.2997617861586417,0.28062824999999997,0.76937175,0.0,0.05,0.050000000000000044,7.697349862768471,9.009359994110309,3.442276428664229,4.255073434104242,0.06133585593728358,0.085870198312197,1.0,17.048892736138562,26.94848416530206,1.0,0.0,0.0,,,,,,,,,,,,,,,24,Leeds United,Arsenal
Leeds United,Arsenal,corners_total,10.5,0.184485,0.815515,5.420494891183565,1.2262190149782652,5.16237608684149,1.1678276333126336,0.19370925000000003,0.85629075,0.0,0.05,0.050000000000000044,7.697349862768471,9.009359994110309,3.442276428664229,4.255073434104242,0.06133585593728358,0.085870198312197,1.0,17.048892736138562,26.94848416530206,1.0,0.0,0.0,,,,,,,,,,,,,,,24,Leeds United,Arsenal
Leeds United,Arsenal,corners_total,11.5,0.121875,0.878125,8.205128205128206,1.1387900355871885,7.814407814407815,1.0845619386544652,0.12796875,0.9220312500000001,0.0,0.05,0.050000000000000044,7.697349862768471,9.009359994110309,3.442276428664229,4.255073434104242,0.06133585593728358,0.085870198312197,1.0,17.048892736138562,26.94848416530206,1.0,0.0,0.0,,,,,,,,,,,,,,,24,Leeds United,Arsenal
Leeds United,Arsenal,corners_total,12.5,0.07717,0.92283,12.958403524685759,1.0836232025400128,12.341336690176913,1.032022097657155,0.0810285,0.9689715000000001,0.0,0.05,0.050000000000000044,7.697349862768471,9.009359994110309,3.442276428664229,4.255073434104242,0.06133585593728358,0.085870198312197,1.0,17.048892736138562,26.94848416530206,1.0,0.0,0.0,,,,,,,,,,,,,,,24,Leeds United,Arsenal
Leeds United,Arsenal,1X2,,,,,,,,,,,0.05,-0.04761904761904767,,,,,,,,17.048892736138562,26.94848416530206,,,,0.41450495541646754,0.300754453355564,0.2847405912279685,2.412516393188268,3.324971546864378,3.5119685454308187,2.5331422128476815,3.491220124207597,3.68756697270236,0.952868663688353,1.8205889050316466,2.7734575687199996,2.9,990.0,24,Leeds United,Arsenal
Wolverhampton Wanderers,Bournemouth,corners_total,7.5,0.762715,0.23728499999999997,1.3111057210098136,4.214341403797122,1.2486721152474414,4.013658479806782,0.8008507500000001,0.24914925,0.0,0.05,0.050000000000000044,10.418560601889784,9.009359994110309,4.209663096207976,6.208897505681808,0.06133585593728358,0.085870198312197,1.0,27.028568097864394,27.038677899575127,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Wolverhampton Wanderers,Bournemouth
Wolverhampton Wanderers,Bournemouth,corners_total,8.5,0.666225,0.33377500000000004,1.5009944087958274,2.9960302599056248,1.4295184845674547,2.853362152291071,0.69953625,0.3504637500000001,0.0,0.05,0.050000000000000044,10.418560601889784,9.009359994110309,4.209663096207976,6.208897505681808,0.06133585593728358,0.085870198312197,1.0,27.028568097864394,27.038677899575127,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Wolverhampton Wanderers,Bournemouth
Wolverhampton Wanderers,Bournemouth,corners_total,9.5,0.56109,0.43891,1.7822452725944145,2.2783714201089063,1.6973764500899187,2.169877542960863,0.5891445,0.46085550000000003,0.0,0.05,0.050000000000000044,10.418560601889784,9.009359994110309,4.209663096207976,6.208897505681808,0.06133585593728358,0.085870198312197,1.0,27.028568097864394,27.038677899575127,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Wolverhampton Wanderers,Bournemouth
Wolverhampton Wanderers,Bournemouth,corners_total,10.5,0.45829,0.54171,2.1820244823146915,1.8460061656605933,2.0781185545854206,1.758101110152946,0.4812045,0.5687955,0.0,0.05,0.050000000000000044,10.418560601889784,9.009359994110309,4.209663096207976,6.208897505681808,0.06133585593728358,0.085870198312197,1.0,27.028568097864394,27.038677899575127,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Wolverhampton Wanderers,Bournemouth
Wolverhampton Wanderers,Bournemouth,corners_total,11.5,0.362725,0.637275,2.7569095044455163,1.5691812796673335,2.625628099471921,1.4944583615879368,0.38086124999999993,0.66913875,0.0,0.05,0.04999999999999982,10.418560601889784,9.009359994110309,4.209663096207976,6.208897505681808,0.06133585593728358,0.085870198312197,1.0,27.028568097864394,27.038677899575127,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Wolverhampton Wanderers,Bournemouth
Wolverhampton Wanderers,Bournemouth,corners_total,12.5,0.277565,0.7224349999999999,3.6027597139408787,1.3842075757680623,3.431199727562741,1.3182929293029164,0.29144325000000004,0.75855675,0.0,0.05,0.050000000000000044,10.418560601889784,9.009359994110309,4.209663096207976,6.208897505681808,0.06133585593728358,0.085870198312197,1.0,27.028568097864394,27.038677899575127,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Wolverhampton Wanderers,Bournemouth
Wolverhampton Wanderers,Bournemouth,1X2,,,,,,,,,,,0.05,-0.04761904761904767,,,,,,,,27.028568097864394,27.038677899575127,,,,0.38791211294750505,0.29924185753623683,0.3128460295162581,2.577903516344505,3.341778480568697,3.196460576937038,2.70679869216173,3.5088674045971318,3.35628360578389,1.2253644463035658,1.7552915664197974,2.9806560127233634,2.9,990.0,24,Wolverhampton Wanderers,Bournemouth
Chelsea,West Ham United,corners_total,7.5,0.80761,0.19238999999999995,1.2382214187541016,5.197775352149281,1.1792584940515252,4.950262240142172,0.8479905000000001,0.20200949999999995,0.0,0.05,0.050000000000000044,11.101220598516656,9.009359994110309,7.271777778539986,3.8294428199766704,0.06133585593728358,0.085870198312197,1.0,26.983611037297685,26.912529014408737,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Chelsea,West Ham United
Chelsea,West Ham United,corners_total,8.5,0.722135,0.27786500000000003,1.3847826237476373,3.5988699548341816,1.3188405940453687,3.427495195080173,0.75824175,0.29175825000000005,0.0,0.05,0.050000000000000044,11.101220598516656,9.009359994110309,7.271777778539986,3.8294428199766704,0.06133585593728358,0.085870198312197,1.0,26.983611037297685,26.912529014408737,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Chelsea,West Ham United
Chelsea,West Ham United,corners_total,9.5,0.62579,0.37421000000000004,1.5979801530864988,2.672296304214211,1.5218858600823797,2.5450440992516294,0.6570795,0.39292050000000006,0.0,0.05,0.050000000000000044,11.101220598516656,9.009359994110309,7.271777778539986,3.8294428199766704,0.06133585593728358,0.085870198312197,1.0,26.983611037297685,26.912529014408737,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Chelsea,West Ham United
Chelsea,West Ham United,corners_total,10.5,0.526575,0.473425,1.8990647106300147,2.1122669905476052,1.808633057742871,2.0116828481405764,0.55290375,0.49709625,0.0,0.05,0.050000000000000044,11.101220598516656,9.009359994110309,7.271777778539986,3.8294428199766704,0.06133585593728358,0.085870198312197,1.0,26.983611037297685,26.912529014408737,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Chelsea,West Ham United
Chelsea,West Ham United,corners_total,11.5,0.430145,0.569855,2.3247974520219925,1.7548323696378902,2.2140928114495164,1.6712689234646574,0.45165225000000003,0.5983477500000001,0.0,0.05,0.050000000000000044,11.101220598516656,9.009359994110309,7.271777778539986,3.8294428199766704,0.06133585593728358,0.085870198312197,1.0,26.983611037297685,26.912529014408737,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Chelsea,West Ham United
Chelsea,West Ham United,corners_total,12.5,0.34059,0.65941,2.936081505622596,1.5165071806615003,2.796268100592948,1.4442925530109527,0.35761950000000003,0.6923805000000001,0.0,0.05,0.050000000000000044,11.101220598516656,9.009359994110309,7.271777778539986,3.8294428199766704,0.06133585593728358,0.085870198312197,1.0,26.983611037297685,26.912529014408737,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Chelsea,West Ham United
Chelsea,West Ham United,1X2,,,,,,,,,,,0.05,-0.04761904761904767,,,,,,,,26.983611037297685,26.912529014408737,,,,0.2554776964571219,0.2860304917698021,0.45849181177307613,3.9142360130362106,3.49613075799206,2.1810640328183997,4.109947813688022,3.6709372958916635,2.2901172344593195,2.332443186743943,0.893221282948591,3.225664469692534,2.9,990.0,24,Chelsea,West Ham United
Liverpool,Newcastle,corners_total,7.5,0.84284,0.15715999999999997,1.1864648094537515,6.362942224484603,1.1299664851940492,6.059944975699621,0.884982,0.16501799999999997,0.0,0.05,0.050000000000000044,11.693986806797668,9.009359994110309,7.1278988497142235,4.566087957083444,0.06133585593728358,0.085870198312197,1.0,27.01226513082287,27.003263221149474,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Liverpool,Newcastle
Liverpool,Newcastle,corners_total,8.5,0.76605,0.23395,1.3053978199856406,4.274417610600556,1.2432360190339433,4.070873914857672,0.8043525,0.2456475,0.0,0.05,0.050000000000000044,11.693986806797668,9.009359994110309,7.1278988497142235,4.566087957083444,0.06133585593728358,0.085870198312197,1.0,27.01226513082287,27.003263221149474,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Liverpool,Newcastle
Liverpool,Newcastle,corners_total,9.5,0.677225,0.32277500000000003,1.4766141238140944,3.098133374641778,1.4062991655372326,2.95060321394455,0.71108625,0.33891375000000007,0.0,0.05,0.050000000000000044,11.693986806797668,9.009359994110309,7.1278988497142235,4.566087957083444,0.06133585593728358,0.085870198312197,1.0,27.01226513082287,27.003263221149474,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Liverpool,Newcastle
Liverpool,Newcastle,corners_total,10.5,0.58248,0.41752,1.7167971432495537,2.395094845755892,1.6350448983329082,2.2810427102437068,0.611604,0.438396,0.0,0.05,0.050000000000000044,11.693986806797668,9.009359994110309,7.1278988497142235,4.566087957083444,0.06133585593728358,0.085870198312197,1.0,27.01226513082287,27.003263221149474,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Liverpool,Newcastle
Liverpool,Newcastle,corners_total,11.5,0.48631,0.51369,2.0563015360572474,1.9466993712161031,1.9583824152926164,1.8539994011581935,0.5106255000000001,0.5393745,0.0,0.05,0.050000000000000044,11.693986806797668,9.009359994110309,7.1278988497142235,4.566087957083444,0.06133585593728358,0.085870198312197,1.0,27.01226513082287,27.003263221149474,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Liverpool,Newcastle
Liverpool,Newcastle,corners_total,12.5,0.393665,0.6063350000000001,2.5402309069894455,1.6492533005681675,2.419267530466138,1.5707174291125405,0.41334825000000003,0.6366517500000001,0.0,0.05,0.050000000000000044,11.693986806797668,9.009359994110309,7.1278988497142235,4.566087957083444,0.06133585593728358,0.085870198312197,1.0,27.01226513082287,27.003263221149474,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Liverpool,Newcastle
Liverpool,Newcastle,1X2,,,,,,,,,,,0.05,-0.04761904761904756,,,,,,,,27.01226513082287,27.003263221149474,,,,0.3193326938205574,0.2978997430882656,0.382767563091177,3.131530279708629,3.356834046358029,2.6125515754891575,3.2881067936940602,3.524675748675931,2.7431791542636157,1.7665106278953076,1.3098852661228522,3.0763958940181597,2.9,990.0,24,Liverpool,Newcastle
Aston Villa,Brentford,corners_total,7.5,0.75662,0.24338000000000004,1.3216674156115356,4.108801051853068,1.2587308720109862,3.913143858907685,0.794451,0.255549,0.0,0.05,0.050000000000000044,10.33800486833338,9.009359994110309,5.996896551522021,4.341108316811359,0.06133585593728358,0.085870198312197,1.0,27.038677899575127,27.088475045124426,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Aston Villa,Brentford
Aston Villa,Brentford,corners_total,8.5,0.65958,0.34041999999999994,1.5161163164437974,2.9375477351506967,1.4439203013750452,2.7976645096673303,0.692559,0.35744099999999995,0.0,0.05,0.050000000000000044,10.33800486833338,9.009359994110309,5.996896551522021,4.341108316811359,0.06133585593728358,0.085870198312197,1.0,27.038677899575127,27.088475045124426,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Aston Villa,Brentford
Aston Villa,Brentford,corners_total,9.5,0.55517,0.44482999999999995,1.8012500675468774,2.24804981678394,1.7154762548065499,2.1409998255085143,0.5829285000000001,0.4670715,0.0,0.05,0.050000000000000044,10.33800486833338,9.009359994110309,5.996896551522021,4.341108316811359,0.06133585593728358,0.085870198312197,1.0,27.038677899575127,27.088475045124426,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Aston Villa,Brentford
Aston Villa,Brentford,corners_total,10.5,0.4509,0.5490999999999999,2.217786648924373,1.8211619012930251,2.1121777608803556,1.7344399059933573,0.47344500000000006,0.5765549999999999,0.0,0.05,0.050000000000000044,10.33800486833338,9.009359994110309,5.996896551522021,4.341108316811359,0.06133585593728358,0.085870198312197,1.0,27.038677899575127,27.088475045124426,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Aston Villa,Brentford
Aston Villa,Brentford,corners_total,11.5,0.35362,0.64638,2.827894349867089,1.5470775704693835,2.693232714159132,1.473407209970841,0.37130100000000005,0.678699,0.0,0.05,0.050000000000000044,10.33800486833338,9.009359994110309,5.996896551522021,4.341108316811359,0.06133585593728358,0.085870198312197,1.0,27.038677899575127,27.088475045124426,0.0,0.0,0.0,,,,,,,,,,,,,,,24,Aston Villa,Brentford
