home,away,market,line,p_over,p_under,fair_odds_over,fair_odds_under,bookmaker_odds_over,bookmaker_odds_under,margin,overround,mu_match,mu_league,mu_home,mu_away,alpha_base,alpha_used,low_sample_flag,home_matches_w,away_matches_w,promoted_home_flag,promoted_away_flag,promoted_pair_flag,p_home,p_draw,p_away,fair_odds_home,fair_odds_draw,fair_odds_away,bookmaker_odds_home,bookmaker_odds_draw,bookmaker_odds_away,mu_home_goals,mu_away_goals,mu_total_goals,gameweek,home_team,away_team
Aston Villa,Nottingham Forest,corners_total,7.5,0.78112,0.21887999999999996,1.2802130274477672,4.568713450292399,1.1853824328220066,4.23029023175222,0.08,0.08000000000000007,10.632566734678615,8.88446900166354,6.950848504505459,3.6817182301731566,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Aston Villa,Nottingham Forest
Aston Villa,Nottingham Forest,corners_total,8.5,0.68692,0.31308,1.455773598090025,3.194071802734125,1.347938516750023,2.957473891420486,0.08,0.08000000000000007,10.632566734678615,8.88446900166354,6.950848504505459,3.6817182301731566,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Aston Villa,Nottingham Forest
Aston Villa,Nottingham Forest,corners_total,9.5,0.584735,0.415265,1.7101764046961443,2.408100851263651,1.5834966710149485,2.229723010429306,0.08,0.08000000000000007,10.632566734678615,8.88446900166354,6.950848504505459,3.6817182301731566,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Aston Villa,Nottingham Forest
Aston Villa,Nottingham Forest,corners_total,10.5,0.48213,0.51787,2.074129384190986,1.930986541023809,1.9204901705472088,1.787950500947971,0.08,0.08000000000000007,10.632566734678615,8.88446900166354,6.950848504505459,3.6817182301731566,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Aston Villa,Nottingham Forest
Aston Villa,Nottingham Forest,corners_total,11.5,0.38388,0.61612,2.6049807231426487,1.6230604427708888,2.412019188095045,1.5028337433063783,0.08,0.08000000000000007,10.632566734678615,8.88446900166354,6.950848504505459,3.6817182301731566,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Aston Villa,Nottingham Forest
Aston Villa,Nottingham Forest,corners_total,12.5,0.296015,0.7039850000000001,3.378207185446684,1.4204848114661532,3.1279696161543367,1.3152637143205124,0.08,0.08000000000000007,10.632566734678615,8.88446900166354,6.950848504505459,3.6817182301731566,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Aston Villa,Nottingham Forest
Aston Villa,Nottingham Forest,1X2,,,,,,,,0.08,-0.07407407407407418,,,,,,,0,60.8,60.8,,,,0.80475,0.07557,0.11968,1.2426219322771048,13.232764324467382,8.355614973262032,1.3420316868592732,14.291385470424773,9.024064171122996,6.950848504505458,3.6817182301731566,10.632566734678615,20,Aston Villa,Nottingham Forest
Brighton & Hove Albion,Burnley,corners_total,7.5,0.71181,0.28818999999999995,1.4048692769137832,3.469933030292516,1.3008048860312806,3.2129009539745517,0.08,0.08000000000000007,9.929766689770984,8.88446900166354,6.333351366676696,3.596415323094288,0.07825760017513976,0.10956064024519566,1,60.8,34.2,0.0,1.0,0.0,,,,,,,,,,,,,20,Brighton & Hove Albion,Burnley
Brighton & Hove Albion,Burnley,corners_total,8.5,0.60989,0.39010999999999996,1.6396399350702584,2.5633795596113917,1.518185125065054,2.37349959223277,0.08,0.08000000000000007,9.929766689770984,8.88446900166354,6.333351366676696,3.596415323094288,0.07825760017513976,0.10956064024519566,1,60.8,34.2,0.0,1.0,0.0,,,,,,,,,,,,,20,Brighton & Hove Albion,Burnley
Brighton & Hove Albion,Burnley,corners_total,9.5,0.5068,0.49319999999999997,1.9731649565903708,2.0275750202757505,1.8270045894355285,1.877384278033102,0.08,0.08000000000000007,9.929766689770984,8.88446900166354,6.333351366676696,3.596415323094288,0.07825760017513976,0.10956064024519566,1,60.8,34.2,0.0,1.0,0.0,,,,,,,,,,,,,20,Brighton & Hove Albion,Burnley
Brighton & Hove Albion,Burnley,corners_total,10.5,0.406865,0.593135,2.4578177036609197,1.6859568226457722,2.27575713301937,1.5610711320794186,0.08,0.08000000000000007,9.929766689770984,8.88446900166354,6.333351366676696,3.596415323094288,0.07825760017513976,0.10956064024519566,1,60.8,34.2,0.0,1.0,0.0,,,,,,,,,,,,,20,Brighton & Hove Albion,Burnley
Brighton & Hove Albion,Burnley,corners_total,11.5,0.31781,0.6821900000000001,3.1465340926968945,1.4658672803764345,2.913457493237865,1.357284518867069,0.08,0.08000000000000007,9.929766689770984,8.88446900166354,6.333351366676696,3.596415323094288,0.07825760017513976,0.10956064024519566,1,60.8,34.2,0.0,1.0,0.0,,,,,,,,,,,,,20,Brighton & Hove Albion,Burnley
Brighton & Hove Albion,Burnley,corners_total,12.5,0.240675,0.759325,4.154980783213878,1.3169591413426398,3.847204428901738,1.219406612354296,0.08,0.08000000000000007,9.929766689770984,8.88446900166354,6.333351366676696,3.596415323094288,0.07825760017513976,0.10956064024519566,1,60.8,34.2,0.0,1.0,0.0,,,,,,,,,,,,,20,Brighton & Hove Albion,Burnley
Brighton & Hove Albion,Burnley,1X2,,,,,,,,0.08,-0.07407407407407407,,,,,,,1,60.8,34.2,,,,0.78169,0.083775,0.134535,1.2792795097800918,11.936735302894657,7.433009997398448,1.3816218705624992,12.891674127126231,8.027650797190324,6.478070520230867,3.5305525426309337,10.008623062861801,20,Brighton & Hove Albion,Burnley
Wolverhampton Wanderers,West Ham United,corners_total,7.5,0.669495,0.33050500000000005,1.4936631341533546,3.0256728339964596,1.3830214205123652,2.801548920367092,0.08,0.08000000000000007,9.267121045097896,8.88446900166354,4.530820078569012,4.736300966528884,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Wolverhampton Wanderers,West Ham United
Wolverhampton Wanderers,West Ham United,corners_total,8.5,0.555325,0.44467500000000004,1.8007473101337057,2.2488334176645863,1.6673586204941717,2.0822531645042464,0.08,0.08000000000000007,9.267121045097896,8.88446900166354,4.530820078569012,4.736300966528884,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Wolverhampton Wanderers,West Ham United
Wolverhampton Wanderers,West Ham United,corners_total,9.5,0.442705,0.557295,2.2588405371522797,1.7943817906135888,2.0915190158817403,1.661464620938508,0.08,0.08000000000000007,9.267121045097896,8.88446900166354,4.530820078569012,4.736300966528884,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Wolverhampton Wanderers,West Ham United
Wolverhampton Wanderers,West Ham United,corners_total,10.5,0.338855,0.661145,2.9511147836095084,1.5125275090940717,2.7325136885273222,1.4004884343463626,0.08,0.08000000000000007,9.267121045097896,8.88446900166354,4.530820078569012,4.736300966528884,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Wolverhampton Wanderers,West Ham United
Wolverhampton Wanderers,West Ham United,corners_total,11.5,0.24912,0.75088,4.014129736673089,1.3317707223524398,3.7167867932158236,1.2331210392152219,0.08,0.08000000000000007,9.267121045097896,8.88446900166354,4.530820078569012,4.736300966528884,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Wolverhampton Wanderers,West Ham United
Wolverhampton Wanderers,West Ham United,corners_total,12.5,0.176585,0.823415,5.6629951581391405,1.2144544367056709,5.243514035314018,1.124494848801547,0.08,0.08000000000000007,9.267121045097896,8.88446900166354,4.530820078569012,4.736300966528884,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Wolverhampton Wanderers,West Ham United
Wolverhampton Wanderers,West Ham United,1X2,,,,,,,,0.08,-0.07407407407407418,,,,,,,0,60.8,60.8,,,,0.40744,0.13225,0.46031,2.454349106616925,7.561436672967863,2.172449001759684,2.6506970351462793,8.166351606805293,2.3462449219004586,4.530820078569012,4.736300966528884,9.267121045097896,20,Wolverhampton Wanderers,West Ham United
Bournemouth,Arsenal,corners_total,7.5,0.691195,0.308805,1.4467697248967368,3.238289535467366,1.3396015971266082,2.9984162365438576,0.08,0.08000000000000007,9.51635346038222,8.88446900166354,3.864936907983792,5.651416552398428,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Bournemouth,Arsenal
Bournemouth,Arsenal,corners_total,8.5,0.58036,0.41964,1.723068440278448,2.38299494805071,1.5954337409985628,2.2064768037506575,0.08,0.08000000000000007,9.51635346038222,8.88446900166354,3.864936907983792,5.651416552398428,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Bournemouth,Arsenal
Bournemouth,Arsenal,corners_total,9.5,0.46913,0.53087,2.1316053119604375,1.883700340949762,1.9737086221855902,1.7441669823608907,0.08,0.08000000000000007,9.51635346038222,8.88446900166354,3.864936907983792,5.651416552398428,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Bournemouth,Arsenal
Bournemouth,Arsenal,corners_total,10.5,0.36436,0.63564,2.7445383686463933,1.5732175445220566,2.541239230228142,1.4566829115944966,0.08,0.08000000000000007,9.51635346038222,8.88446900166354,3.864936907983792,5.651416552398428,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Bournemouth,Arsenal
Bournemouth,Arsenal,corners_total,11.5,0.27273,0.7272700000000001,3.666630000366663,1.375005156269336,3.3950277781172806,1.2731529224716072,0.08,0.08000000000000007,9.51635346038222,8.88446900166354,3.864936907983792,5.651416552398428,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Bournemouth,Arsenal
Bournemouth,Arsenal,corners_total,12.5,0.19707,0.80293,5.07433906733648,1.2454385811963682,4.698462099385629,1.1531838714781186,0.08,0.08000000000000007,9.51635346038222,8.88446900166354,3.864936907983792,5.651416552398428,0.07825760017513976,0.07825760017513976,0,60.8,60.8,0.0,0.0,0.0,,,,,,,,,,,,,20,Bournemouth,Arsenal
Bournemouth,Arsenal,1X2,,,,,,,,0.08,-0.07407407407407418,,,,,,,0,60.8,60.8,,,,0.22653,0.11166,0.66181,4.4144263452964285,8.955758552749419,1.5110076910291472,4.767580452920143,9.672219236969372,1.6318883063114793,3.8649369079837923,5.6514165523984285,9.51635346038222,20,Bournemouth,Arsenal
Leeds United,Manchester United,corners_total,7.5,0.647065,0.352935,1.5454397935292437,2.83338291753439,1.4309627717863365,2.6235027014207315,0.08,0.08000000000000007,9.174920993466262,8.88446900166354,5.947512352579116,3.227408640887146,0.07825760017513976,0.10956064024519566,1,19.0,60.8,1.0,0.0,0.0,,,,,,,,,,,,,20,Leeds United,Manchester United
Leeds United,Manchester United,corners_total,8.5,0.535575,0.464425,1.8671521262194837,2.1532001937880176,1.7288445613143366,1.9937038831370533,0.08,0.08000000000000007,9.174920993466262,8.88446900166354,5.947512352579116,3.227408640887146,0.07825760017513976,0.10956064024519566,1,19.0,60.8,1.0,0.0,0.0,,,,,,,,,,,,,20,Leeds United,Manchester United
Leeds United,Manchester United,corners_total,9.5,0.428385,0.571615,2.33434877505048,1.7494292487076093,2.161434050972667,1.6198418969514898,0.08,0.08000000000000007,9.174920993466262,8.88446900166354,5.947512352579116,3.227408640887146,0.07825760017513976,0.10956064024519566,1,19.0,60.8,1.0,0.0,0.0,,,,,,,,,,,,,20,Leeds United,Manchester United
Leeds United,Manchester United,corners_total,10.5,0.332005,0.667995,3.0120028312826617,1.4970171932424643,2.7888915104469083,1.3861270307800595,0.08,0.08000000000000007,9.174920993466262,8.88446900166354,5.947512352579116,3.227408640887146,0.07825760017513976,0.10956064024519566,1,19.0,60.8,1.0,0.0,0.0,,,,,,,,,,,,,20,Leeds United,Manchester United
Leeds United,Manchester United,corners_total,11.5,0.24843,0.75157,4.0252787505534755,1.330548052742925,3.7271099542161807,1.2319889377249305,0.08,0.08000000000000007,9.174920993466262,8.88446900166354,5.947512352579116,3.227408640887146,0.07825760017513976,0.10956064024519566,1,19.0,60.8,1.0,0.0,0.0,,,,,,,,,,,,,20,Leeds United,Manchester United
Leeds United,Manchester United,corners_total,12.5,0.180825,0.819175,5.530208765380893,1.2207403790398876,5.120563671648974,1.1303151657776738,0.08,0.08000000000000007,9.174920993466262,8.88446900166354,5.947512352579116,3.227408640887146,0.07825760017513976,0.10956064024519566,1,19.0,60.8,1.0,0.0,0.0,,,,,,,,,,,,,20,Leeds United,Manchester United
Leeds United,Manchester United,1X2,,,,,,,,0.08,-0.07407407407407418,,,,,,,1,19.0,60.8,,,,0.69062,0.111475,0.197905,1.4479742839767165,8.970621215519174,5.052929435840428,1.563812226694854,9.688270912760709,5.457163790707663,5.295446574730889,3.324373379427463,8.619819954158352,20,Leeds United,Manchester United
