home,away,market,line,p_over,p_under,fair_odds_over,fair_odds_under,bookmaker_odds_over,bookmaker_odds_under,margin,overround,mu_match,mu_league,mu_home,mu_away,alpha_base,alpha_used,low_sample_flag,home_matches_w,away_matches_w,promoted_home_flag,promoted_away_flag,promoted_pair_flag,p_home,p_draw,p_away,fair_odds_home,fair_odds_draw,fair_odds_away,bookmaker_odds_home,bookmaker_odds_draw,bookmaker_odds_away,mu_home_goals,mu_away_goals,mu_total_goals,gameweek,home_team,away_team
Manchester United,Manchester City,corners_total,7.5,0.746745,0.253255,1.3391452236037737,3.948589366448836,1.2399492811146053,3.6561012652304035,0.08,0.08000000000000007,10.153505999447674,8.935504689782483,3.8723766705236535,6.281129328924021,0.07578739568283878,0.07578739568283878,0,62.800000000000004,62.800000000000004,0.0,0.0,0.0,,,,,,,,,,,,,22,Manchester United,Manchester City
Manchester United,Manchester City,corners_total,8.5,0.64512,0.35488,1.5500992063492063,2.8178539224526604,1.4352770429159316,2.6091240022709816,0.08,0.08000000000000007,10.153505999447674,8.935504689782483,3.8723766705236535,6.281129328924021,0.07578739568283878,0.07578739568283878,0,62.800000000000004,62.800000000000004,0.0,0.0,0.0,,,,,,,,,,,,,22,Manchester United,Manchester City
Manchester United,Manchester City,corners_total,9.5,0.537025,0.462975,1.8621107024812626,2.1599438414601217,1.7241765763715393,1.9999480013519646,0.08,0.08000000000000007,10.153505999447674,8.935504689782483,3.8723766705236535,6.281129328924021,0.07578739568283878,0.07578739568283878,0,62.800000000000004,62.800000000000004,0.0,0.0,0.0,,,,,,,,,,,,,22,Manchester United,Manchester City
Manchester United,Manchester City,corners_total,10.5,0.432545,0.567455,2.3118981840039763,1.7622542756694362,2.1406464666703484,1.6317169219161447,0.08,0.08000000000000007,10.153505999447674,8.935504689782483,3.8723766705236535,6.281129328924021,0.07578739568283878,0.07578739568283878,0,62.800000000000004,62.800000000000004,0.0,0.0,0.0,,,,,,,,,,,,,22,Manchester United,Manchester City
Manchester United,Manchester City,corners_total,11.5,0.33559,0.66441,2.9798265740933876,1.5050947457142427,2.7590986797160997,1.3936062460317062,0.08,0.08000000000000007,10.153505999447674,8.935504689782483,3.8723766705236535,6.281129328924021,0.07578739568283878,0.07578739568283878,0,62.800000000000004,62.800000000000004,0.0,0.0,0.0,,,,,,,,,,,,,22,Manchester United,Manchester City
Manchester United,Manchester City,corners_total,12.5,0.25197,0.74803,3.9687264356867877,1.3368447789527158,3.6747466997099885,1.237819239771033,0.08,0.08000000000000007,10.153505999447674,8.935504689782483,3.8723766705236535,6.281129328924021,0.07578739568283878,0.07578739568283878,0,62.800000000000004,62.800000000000004,0.0,0.0,0.0,,,,,,,,,,,,,22,Manchester United,Manchester City
Manchester United,Manchester City,1X2,,,,,,,,0.08,-0.07407407407407407,,,,,,,0,62.800000000000004,62.800000000000004,,,,0.17742,0.096625,0.725955,5.636343140570398,10.349288486416558,1.3774958502937509,6.08725059181603,11.177231565329883,1.487695518317251,3.8723766705236535,6.28112932892402,10.153505999447674,22,Manchester United,Manchester City
Leeds United,Fulham,corners_total,7.5,0.60306,0.39693999999999996,1.6582097967034788,2.519272434121026,1.5353794413921098,2.3326596612231723,0.08,0.08000000000000007,8.744468546604075,8.935504689782483,5.404175959958545,3.3402925866455306,0.07578739568283878,0.10610235395597428,1,21.0,62.800000000000004,1.0,0.0,0.0,,,,,,,,,,,,,22,Leeds United,Fulham
Leeds United,Fulham,corners_total,8.5,0.48984,0.51016,2.0414829332026785,1.9601693586325861,1.890261975187665,1.8149716283635056,0.08,0.08000000000000007,8.744468546604075,8.935504689782483,5.404175959958545,3.3402925866455306,0.07578739568283878,0.10610235395597428,1,21.0,62.800000000000004,1.0,0.0,0.0,,,,,,,,,,,,,22,Leeds United,Fulham
Leeds United,Fulham,corners_total,9.5,0.38332,0.61668,2.608786392570176,1.6215865602905883,2.4155429560834967,1.5014690373061004,0.08,0.08000000000000007,8.744468546604075,8.935504689782483,5.404175959958545,3.3402925866455306,0.07578739568283878,0.10610235395597428,1,21.0,62.800000000000004,1.0,0.0,0.0,,,,,,,,,,,,,22,Leeds United,Fulham
