home,away,market,line,p_over,p_under,fair_odds_over,fair_odds_under,bookmaker_odds_over,bookmaker_odds_under,margin,overround,mu_match,mu_league,mu_home,mu_away,alpha_base,alpha_used,low_sample_flag,home_matches_w,away_matches_w,promoted_home_flag,promoted_away_flag,promoted_pair_flag,p_home,p_draw,p_away,fair_odds_home,fair_odds_draw,fair_odds_away,bookmaker_odds_home,bookmaker_odds_draw,bookmaker_odds_away,mu_home_goals,mu_away_goals,mu_total_goals,gameweek,home_team,away_team
West Ham United,Sunderland,corners_total,7.5,0.60021,0.39979,1.6660835374285665,2.501313189424448,1.5426699420634875,2.3160307309485626,0.08,0.08000000000000007,8.674627425796675,8.951500664211489,4.555939530404557,4.118687895392118,0.07439285237664424,0.10414999332730193,1,63.800000000000004,22.0,0.0,1.0,0.0,,,,,,,,,,,,,23,West Ham United,Sunderland
West Ham United,Sunderland,corners_total,8.5,0.48385,0.51615,2.066756226103131,1.937421292260002,1.9136631723177138,1.7939086039444463,0.08,0.08000000000000007,8.674627425796675,8.951500664211489,4.555939530404557,4.118687895392118,0.07439285237664424,0.10414999332730193,1,63.800000000000004,22.0,0.0,1.0,0.0,,,,,,,,,,,,,23,West Ham United,Sunderland
West Ham United,Sunderland,corners_total,9.5,0.37501,0.6249899999999999,2.666595557451801,1.6000256004096067,2.469069960603519,1.4815051855644505,0.08,0.08000000000000007,8.674627425796675,8.951500664211489,4.555939530404557,4.118687895392118,0.07439285237664424,0.10414999332730193,1,63.800000000000004,22.0,0.0,1.0,0.0,,,,,,,,,,,,,23,West Ham United,Sunderland
West Ham United,Sunderland,corners_total,10.5,0.280775,0.719225,3.561570652657822,1.3903854843755432,3.2977506043127978,1.2873939670143917,0.08,0.08000000000000007,8.674627425796675,8.951500664211489,4.555939530404557,4.118687895392118,0.07439285237664424,0.10414999332730193,1,63.800000000000004,22.0,0.0,1.0,0.0,,,,,,,,,,,,,23,West Ham United,Sunderland
West Ham United,Sunderland,corners_total,11.5,0.202835,0.797165,4.930115611211083,1.254445441031656,4.5649218622324845,1.1615235565107924,0.08,0.08000000000000007,8.674627425796675,8.951500664211489,4.555939530404557,4.118687895392118,0.07439285237664424,0.10414999332730193,1,63.800000000000004,22.0,0.0,1.0,0.0,,,,,,,,,,,,,23,West Ham United,Sunderland
West Ham United,Sunderland,corners_total,12.5,0.140805,0.8591949999999999,7.1020205248393165,1.16388014362281,6.575944930406774,1.0776667996507499,0.08,0.08000000000000007,8.674627425796675,8.951500664211489,4.555939530404557,4.118687895392118,0.07439285237664424,0.10414999332730193,1,63.800000000000004,22.0,0.0,1.0,0.0,,,,,,,,,,,,,23,West Ham United,Sunderland
West Ham United,Sunderland,1X2,,,,,,,,0.08,-0.07407407407407418,,,,,,,1,63.800000000000004,22.0,,,,0.525045,0.135525,0.33943,1.904598653448752,7.378712414683637,2.9461155466517397,2.056966545724652,7.969009407858329,3.181804790383879,4.659181815712793,3.959604330619113,8.618786146331907,23,West Ham United,Sunderland
Burnley,Tottenham,corners_total,7.5,0.81373,0.18627000000000005,1.2289088518304598,5.368551028077521,1.137878566509685,4.970880581553259,0.08,0.08000000000000007,11.321057441668128,8.951500664211489,4.903094146377039,6.417963295291089,0.07439285237664424,0.10414999332730193,1,37.2,63.800000000000004,1.0,0.0,0.0,,,,,,,,,,,,,23,Burnley,Tottenham
Burnley,Tottenham,corners_total,8.5,0.73174,0.26826000000000005,1.3666056249487524,3.7277268321777375,1.2653755786562522,3.45159891868309,0.08,0.08000000000000007,11.321057441668128,8.951500664211489,4.903094146377039,6.417963295291089,0.07439285237664424,0.10414999332730193,1,37.2,63.800000000000004,1.0,0.0,0.0,,,,,,,,,,,,,23,Burnley,Tottenham
Burnley,Tottenham,corners_total,9.5,0.63879,0.36121000000000003,1.5654596972400947,2.7684726336480163,1.4494997196667543,2.5634005867111256,0.08,0.08000000000000007,11.321057441668128,8.951500664211489,4.903094146377039,6.417963295291089,0.07439285237664424,0.10414999332730193,1,37.2,63.800000000000004,1.0,0.0,0.0,,,,,,,,,,,,,23,Burnley,Tottenham
Burnley,Tottenham,corners_total,10.5,0.54262,0.45738,1.842910323983635,2.186365822729459,1.7063984481329952,2.024412798823573,0.08,0.08000000000000007,11.321057441668128,8.951500664211489,4.903094146377039,6.417963295291089,0.07439285237664424,0.10414999332730193,1,37.2,63.800000000000004,1.0,0.0,0.0,,,,,,,,,,,,,23,Burnley,Tottenham
Burnley,Tottenham,corners_total,11.5,0.448885,0.551115,2.227742072022901,1.8145033250773432,2.0627241407619454,1.6800956713679103,0.08,0.08000000000000007,11.321057441668128,8.951500664211489,4.903094146377039,6.417963295291089,0.07439285237664424,0.10414999332730193,1,37.2,63.800000000000004,1.0,0.0,0.0,,,,,,,,,,,,,23,Burnley,Tottenham
Burnley,Tottenham,corners_total,12.5,0.36071,0.63929,2.772310166061379,1.5642353235620765,2.56695385746424,1.448366040335256,0.08,0.08000000000000007,11.321057441668128,8.951500664211489,4.903094146377039,6.417963295291089,0.07439285237664424,0.10414999332730193,1,37.2,63.800000000000004,1.0,0.0,0.0,,,,,,,,,,,,,23,Burnley,Tottenham
Burnley,Tottenham,1X2,,,,,,,,0.08,-0.07407407407407407,,,,,,,1,37.2,63.800000000000004,,,,0.252165,0.10636,0.641475,3.965657406856622,9.402030838661151,1.5589072060485598,4.2829099994051525,10.154193305754044,1.6836197825324448,4.817274870246667,6.55799797060604,11.375272840852707,23,Burnley,Tottenham
Fulham,Brighton & Hove Albion,corners_total,7.5,0.68424,0.31576000000000004,1.461475505670525,3.166962249809982,1.3532180608060416,2.9323724535277607,0.08,0.08000000000000007,9.420343182179447,8.951500664211489,4.94913166324999,4.471211518929457,0.07439285237664424,0.07439285237664424,0,63.800000000000004,62.800000000000004,0.0,0.0,0.0,,,,,,,,,,,,,23,Fulham,Brighton & Hove Albion
Fulham,Brighton & Hove Albion,corners_total,8.5,0.570975,0.429025,1.7513901659442181,2.330866499621234,1.6216575610594612,2.158209721871513,0.08,0.08000000000000007,9.420343182179447,8.951500664211489,4.94913166324999,4.471211518929457,0.07439285237664424,0.07439285237664424,0,63.800000000000004,62.800000000000004,0.0,0.0,0.0,,,,,,,,,,,,,23,Fulham,Brighton & Hove Albion
