home,away,market,line,p_over,p_under,fair_odds_over,fair_odds_under,bookmaker_odds_over,bookmaker_odds_under,margin,overround,mu_match,mu_league,mu_home,mu_away,alpha_base,alpha_used,low_sample_flag,home_matches_w,away_matches_w,promoted_home_flag,promoted_away_flag,promoted_pair_flag,p_home,p_draw,p_away,fair_odds_home,fair_odds_draw,fair_odds_away,bookmaker_odds_home,bookmaker_odds_draw,bookmaker_odds_away,mu_home_goals,mu_away_goals,mu_total_goals,gameweek,home_team,away_team
Nottingham Forest,Everton,corners_total,7.5,0.73952,0.26048000000000004,1.3522284725227176,3.8390663390663384,1.2520634004839977,3.5546910546910535,0.08,0.08000000000000007,10.053374755161869,8.917420722300552,5.450863841381811,4.6025109137800575,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,Nottingham Forest,Everton
Nottingham Forest,Everton,corners_total,8.5,0.635965,0.364035,1.5724135762188172,2.746988613732196,1.4559384964989046,2.5435079756779593,0.08,0.08000000000000007,10.053374755161869,8.917420722300552,5.450863841381811,4.6025109137800575,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,Nottingham Forest,Everton
Nottingham Forest,Everton,corners_total,9.5,0.526255,0.47374499999999997,1.9002194753494028,2.110840219949551,1.7594624771753729,1.954481685138473,0.08,0.08000000000000007,10.053374755161869,8.917420722300552,5.450863841381811,4.6025109137800575,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,Nottingham Forest,Everton
Nottingham Forest,Everton,corners_total,10.5,0.420975,0.579025,2.3754379713759723,1.7270411467553215,2.1994796031259,1.5991121729215936,0.08,0.08000000000000007,10.053374755161869,8.917420722300552,5.450863841381811,4.6025109137800575,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,Nottingham Forest,Everton
Nottingham Forest,Everton,corners_total,11.5,0.325225,0.674775,3.074794373126297,1.4819754733059167,2.8470318269687933,1.372199512320293,0.08,0.08000000000000007,10.053374755161869,8.917420722300552,5.450863841381811,4.6025109137800575,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,Nottingham Forest,Everton
Nottingham Forest,Everton,corners_total,12.5,0.242195,0.7578050000000001,4.128904395218729,1.3196006888315595,3.823059625202527,1.2218524896588514,0.08,0.08000000000000007,10.053374755161869,8.917420722300552,5.450863841381811,4.6025109137800575,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,Nottingham Forest,Everton
Nottingham Forest,Everton,1X2,,,,,,,,0.08,-0.07407407407407418,,,,,,,0,59.8,59.8,,,,0.54265,0.12371,0.33364,1.8428084400626557,8.083420903726457,2.997242536866083,1.9902331152676682,8.730094576024575,3.2370219398153703,5.4508638413818105,4.602510913780059,10.053374755161869,19,Nottingham Forest,Everton
West Ham United,Brighton & Hove Albion,corners_total,7.5,0.70026,0.29974,1.4280410133379031,3.3362247280976844,1.3222601975350954,3.089096970460819,0.08,0.08000000000000007,9.60836559892284,8.917420722300552,4.389968781696383,5.2183968172264565,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,West Ham United,Brighton & Hove Albion
West Ham United,Brighton & Hove Albion,corners_total,8.5,0.591625,0.40837500000000004,1.690259877456159,2.448729721456994,1.5650554420890361,2.2673423346824015,0.08,0.08000000000000007,9.60836559892284,8.917420722300552,4.389968781696383,5.2183968172264565,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,West Ham United,Brighton & Hove Albion
West Ham United,Brighton & Hove Albion,corners_total,9.5,0.479775,0.5202249999999999,2.0843103538116825,1.922245182373012,1.929916994270076,1.7798566503453812,0.08,0.08000000000000007,9.60836559892284,8.917420722300552,4.389968781696383,5.2183968172264565,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,West Ham United,Brighton & Hove Albion
West Ham United,Brighton & Hove Albion,corners_total,10.5,0.375185,0.624815,2.6653517597984995,1.6004737402271072,2.4679182961097217,1.4819201298399138,0.08,0.08000000000000007,9.60836559892284,8.917420722300552,4.389968781696383,5.2183968172264565,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,West Ham United,Brighton & Hove Albion
West Ham United,Brighton & Hove Albion,corners_total,11.5,0.281795,0.718205,3.5486790042406713,1.3923601200214424,3.2858138928154363,1.2892223333531874,0.08,0.08000000000000007,9.60836559892284,8.917420722300552,4.389968781696383,5.2183968172264565,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,West Ham United,Brighton & Hove Albion
West Ham United,Brighton & Hove Albion,corners_total,12.5,0.20444,0.79556,4.891410682840931,1.256976218009955,4.529083965593454,1.1638668685277362,0.08,0.08000000000000007,9.60836559892284,8.917420722300552,4.389968781696383,5.2183968172264565,0.07842234653324034,0.07842234653324034,0,59.8,59.8,0.0,0.0,0.0,,,,,,,,,,,,,19,West Ham United,Brighton & Hove Albion
West Ham United,Brighton & Hove Albion,1X2,,,,,,,,0.08,-0.07407407407407418,,,,,,,0,59.8,59.8,,,,0.332845,0.12619,0.540965,3.004401448121498,7.924558205880023,1.8485484273474253,3.244753563971218,8.558522862350424,1.9964323015352194,4.389968781696383,5.2183968172264565,9.60836559892284,19,West Ham United,Brighton & Hove Albion
Burnley,Newcastle,corners_total,7.5,0.80499,0.19501000000000002,1.2422514565398328,5.127942156812471,1.1502328301294746,4.748094589641176,0.08,0.08000000000000007,11.219093663142122,8.917420722300552,4.949893144661098,6.269200518481023,0.07842234653324034,0.10979128514653648,1,33.2,59.8,1.0,0.0,0.0,,,,,,,,,,,,,19,Burnley,Newcastle
