home,away,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,imp_over,imp_under,p_over_absdiff_5050,is_main_line,main_line,mu_match,mu_league,alpha_used,gameweek,home_team,away_team,league
Athletic Club Bilbao,Elche CF,7.5,0.69522,0.30478000000000005,1.3452989169708738,2.9702607748764027,0.743329224,0.33667077600000006,0.19521999999999995,False,9.5,9.19512,9.652719665271967,0.007120000000000004,25,Athletic Club Bilbao,Elche CF,LL
Athletic Club Bilbao,Elche CF,8.5,0.56682,0.43318,1.6500453637071573,2.1099002477985005,0.606043944,0.473956056,0.06681999999999999,False,9.5,9.19512,9.652719665271967,0.007120000000000004,25,Athletic Club Bilbao,Elche CF,LL
Athletic Club Bilbao,Elche CF,9.5,0.43756,0.56244,2.1374867745143313,1.6335575907330813,0.46783915200000004,0.612160848,0.062439999999999996,True,9.5,9.19512,9.652719665271967,0.007120000000000004,25,Athletic Club Bilbao,Elche CF,LL
Athletic Club Bilbao,Elche CF,10.5,0.31984,0.68016,2.924208082342705,1.3549638460958786,0.34197292800000006,0.7380270720000001,0.18016,False,9.5,9.19512,9.652719665271967,0.007120000000000004,25,Athletic Club Bilbao,Elche CF,LL
Athletic Club Bilbao,Elche CF,11.5,0.21918,0.78082,4.267171790567072,1.1825184830240436,0.23434725600000003,0.845652744,0.28081999999999996,False,9.5,9.19512,9.652719665271967,0.007120000000000004,25,Athletic Club Bilbao,Elche CF,LL
Athletic Club Bilbao,Elche CF,12.5,0.1417,0.8583000000000001,6.6004143476110855,1.0770124656438407,0.15150564,0.9284943600000001,0.3583,False,9.5,9.19512,9.652719665271967,0.007120000000000004,25,Athletic Club Bilbao,Elche CF,LL
Real Sociedad,Real Oviedo,7.5,0.77344,0.22655999999999998,1.209245336492153,3.9519763422682144,0.8269620480000001,0.253037952,0.27344,False,9.5,9.99584,9.652719665271967,0.007120000000000004,25,Real Sociedad,Real Oviedo,LL
Real Sociedad,Real Oviedo,8.5,0.66088,0.33912,1.4152020231456401,2.6781856933120003,0.7066128960000001,0.373387104,0.16088000000000002,False,9.5,9.99584,9.652719665271967,0.007120000000000004,25,Real Sociedad,Real Oviedo,LL
Real Sociedad,Real Oviedo,9.5,0.54006,0.45994,1.7318051939719492,1.989781089219221,0.577432152,0.5025678480000001,0.040059999999999985,True,9.5,9.99584,9.652719665271967,0.007120000000000004,25,Real Sociedad,Real Oviedo,LL
Real Sociedad,Real Oviedo,10.5,0.41944,0.58056,2.22982718161475,1.5834441364202236,0.448465248,0.631534752,0.08056000000000002,False,9.5,9.99584,9.652719665271967,0.007120000000000004,25,Real Sociedad,Real Oviedo,LL
Real Sociedad,Real Oviedo,11.5,0.3065,0.6935,3.051480303610084,1.3292742614485737,0.32770980000000005,0.7522902000000001,0.1935,False,9.5,9.99584,9.652719665271967,0.007120000000000004,25,Real Sociedad,Real Oviedo,LL
Real Sociedad,Real Oviedo,12.5,0.21264,0.7873600000000001,4.3984138123424135,1.1728206159421186,0.227354688,0.8526453120000002,0.28736,False,9.5,9.99584,9.652719665271967,0.007120000000000004,25,Real Sociedad,Real Oviedo,LL
Real Betis,Rayo Vallecano,7.5,0.75366,0.24634,1.2409822904976922,3.647149544014398,0.8058132720000001,0.27418672800000005,0.25366,False,9.5,9.78476,9.652719665271967,0.007120000000000004,25,Real Betis,Rayo Vallecano,LL
Real Betis,Rayo Vallecano,8.5,0.6399,0.3601,1.4616013643639487,2.5264077826294917,0.68418108,0.39581891999999996,0.13990000000000002,False,9.5,9.78476,9.652719665271967,0.007120000000000004,25,Real Betis,Rayo Vallecano,LL
Real Betis,Rayo Vallecano,9.5,0.51322,0.48678,1.8223738612222649,1.8822991703111367,0.5487348240000001,0.531265176,0.01322000000000001,True,9.5,9.78476,9.652719665271967,0.007120000000000004,25,Real Betis,Rayo Vallecano,LL
Real Betis,Rayo Vallecano,10.5,0.39094,0.6090599999999999,2.3923842867357927,1.5105581549844511,0.41799304800000003,0.6620069519999999,0.10905999999999999,False,9.5,9.78476,9.652719665271967,0.007120000000000004,25,Real Betis,Rayo Vallecano,LL
Real Betis,Rayo Vallecano,11.5,0.28084,0.71916,3.3302902473169453,1.2825020124508577,0.300274128,0.7797258720000001,0.21916000000000002,False,9.5,9.78476,9.652719665271967,0.007120000000000004,25,Real Betis,Rayo Vallecano,LL
Real Betis,Rayo Vallecano,12.5,0.19082,0.80918,4.901366277415841,1.1415847572753812,0.204024744,0.8759752560000001,0.30918,False,9.5,9.78476,9.652719665271967,0.007120000000000004,25,Real Betis,Rayo Vallecano,LL
CA Osasuna,Real Madrid,7.5,0.70208,0.29791999999999996,1.3321540466278639,3.0364120705590265,0.7506639360000001,0.329336064,0.20208000000000004,False,9.5,9.26154,9.652719665271967,0.007120000000000004,25,CA Osasuna,Real Madrid,LL
CA Osasuna,Real Madrid,8.5,0.57378,0.42622000000000004,1.6300301736841487,2.14355644446269,0.613485576,0.4665144240000001,0.07377999999999996,False,9.5,9.26154,9.652719665271967,0.007120000000000004,25,CA Osasuna,Real Madrid,LL
CA Osasuna,Real Madrid,9.5,0.44684,0.55316,2.093095320599075,1.6604712491794282,0.47776132800000004,0.602238672,0.053159999999999985,True,9.5,9.26154,9.652719665271967,0.007120000000000004,25,CA Osasuna,Real Madrid,LL
CA Osasuna,Real Madrid,10.5,0.32912,0.6708799999999999,2.841755934177476,1.373428479184406,0.351895104,0.728104896,0.17087999999999998,False,9.5,9.26154,9.652719665271967,0.007120000000000004,25,CA Osasuna,Real Madrid,LL
